symbol,budgetQuote,scenario,name,key,fromAt,toAt,navChangeQuote,holdChangeQuote,alphaQuote,feesQuote,gasQuote,actions,marks,holdingMs,outsideMs
AAPL,1000000000,double_gas_half_fees,fixed_40,2026-08-31,1788134406000,1788739197000,44711728,601886,44109842,133553243,20712880,46,88790,604880000,2150000
AAPL,1000000000,double_gas_half_fees,fixed_40,2026-09-07,1788739208000,1789154997000,-2941947,17691304,-20633251,94702204,24550388,54,78719,415800000,2896000
AAPL,1000000000,double_gas_half_fees,fixed_80,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,1000000000,double_gas_half_fees,fixed_80,2026-08-03,1785715200000,1786319868000,-19803841,2202292,-22006133,17592035,5310874,12,7242,403658000,1753000
AAPL,1000000000,double_gas_half_fees,fixed_80,2026-08-10,1786320003000,1786924791000,-10281089,-10613192,332103,24775857,3602240,8,13787,604923000,1604000
AAPL,1000000000,double_gas_half_fees,fixed_80,2026-08-17,1786924842000,1787529440000,-18599923,7140183,-25740106,22904989,7204480,16,12875,604649000,2084000
AAPL,1000000000,double_gas_half_fees,fixed_80,2026-08-24,1787529654000,1788134317000,49497719,17278345,32219374,68199075,6303920,14,42448,604877000,747000
AAPL,1000000000,double_gas_half_fees,fixed_80,2026-08-31,1788134406000,1788739197000,33213347,601886,32611461,70000131,5853640,13,88790,604880000,443000
AAPL,1000000000,double_gas_half_fees,fixed_80,2026-09-07,1788739208000,1789154997000,26600450,17691304,8909146,49101848,6088908,13,78719,415800000,691000
AAPL,1000000000,double_gas_half_fees,fixed_160,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,1000000000,double_gas_half_fees,fixed_160,2026-08-03,1785715200000,1786319868000,1929093,2202292,-273199,10597158,1258354,3,7242,404028000,128000
AAPL,1000000000,double_gas_half_fees,fixed_160,2026-08-10,1786320003000,1786924791000,-1278510,-10613192,9334682,14019515,450280,1,13787,604923000,130000
AAPL,1000000000,double_gas_half_fees,fixed_160,2026-08-17,1786924842000,1787529440000,3602435,7140183,-3537748,13462049,1350840,3,12875,604649000,147000
AAPL,1000000000,double_gas_half_fees,fixed_160,2026-08-24,1787529654000,1788134317000,33545860,17278345,16267515,36756010,1801120,4,42448,604877000,419000
AAPL,1000000000,double_gas_half_fees,fixed_160,2026-08-31,1788134406000,1788739197000,5663781,601886,5061895,36190980,2701680,6,88790,604880000,214000
AAPL,1000000000,double_gas_half_fees,fixed_160,2026-09-07,1788739208000,1789154997000,14157846,17691304,-3533458,24608412,2486668,5,78719,415800000,270000
AAPL,1000000000,double_gas_half_fees,adaptive_width,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,1000000000,double_gas_half_fees,adaptive_width,2026-08-03,1785715200000,1786319868000,1121975,2202292,-1080317,10572348,1258354,3,7242,403658000,129000
AAPL,1000000000,double_gas_half_fees,adaptive_width,2026-08-10,1786320003000,1786924791000,-1247939,-10613192,9365253,13988798,450280,1,13787,604923000,1521000
AAPL,1000000000,double_gas_half_fees,adaptive_width,2026-08-17,1786924842000,1787529440000,-18714845,7140183,-25855028,20827271,7654760,17,12875,604649000,2145000
AAPL,1000000000,double_gas_half_fees,adaptive_width,2026-08-24,1787529654000,1788134317000,31521377,17278345,14243032,40648567,4502800,10,42448,604877000,547000
AAPL,1000000000,double_gas_half_fees,adaptive_width,2026-08-31,1788134406000,1788739197000,14749838,601886,14147952,68306476,12157560,27,88790,604880000,1614000
AAPL,1000000000,double_gas_half_fees,adaptive_width,2026-09-07,1788739208000,1789154997000,-6106798,17691304,-23798102,47544764,16895628,37,78719,415800000,1708000
AAPL,1000000000,double_gas_half_fees,adaptive_economic,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,1000000000,double_gas_half_fees,adaptive_economic,2026-08-03,1785715200000,1786319868000,-8708098,2202292,-10910390,1982109,808074,2,7242,403658000,357271000
AAPL,1000000000,double_gas_half_fees,adaptive_economic,2026-08-10,1786320003000,1786924791000,9937936,-10613192,20551128,13529537,0,0,13787,604923000,38360000
AAPL,1000000000,double_gas_half_fees,adaptive_economic,2026-08-17,1786924842000,1787529440000,11734830,7140183,4594647,7990003,0,0,12875,604649000,189093000
AAPL,1000000000,double_gas_half_fees,adaptive_economic,2026-08-24,1787529654000,1788134317000,7447362,17278345,-9830983,6908352,0,0,42448,604877000,417286000
AAPL,1000000000,double_gas_half_fees,adaptive_economic,2026-08-31,1788134406000,1788739197000,18006,601886,-583880,0,0,0,88790,604880000,604880000
AAPL,1000000000,double_gas_half_fees,adaptive_economic,2026-09-07,1788739208000,1789154997000,320664,17691304,-17370640,22229,235268,0,78719,415800000,415768000
AAPL,1000000000,partial_mint_failure,fixed_20,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,1000000000,partial_mint_failure,fixed_20,2026-08-03,1785715200000,1786319868000,-43016078,2255053,-45271131,63101565,21052449,97,7242,331973000,13618000
AAPL,1000000000,partial_mint_failure,fixed_20,2026-08-10,1786320003000,1786924791000,-7863733,-10613192,2749459,107856070,20873552,96,13787,551788000,16475000
AAPL,1000000000,partial_mint_failure,fixed_20,2026-08-17,1786924842000,1787529440000,-15735659,7140183,-22875842,82710244,21323832,98,12875,539751000,20131000
AAPL,1000000000,partial_mint_failure,fixed_20,2026-08-24,1787529654000,1788134317000,179598796,17278345,162320451,361199427,40442507,186,42448,544102000,15082000
AAPL,1000000000,partial_mint_failure,fixed_20,2026-08-31,1788134406000,1788739197000,222567367,601886,221965481,393406743,30860048,142,88790,563233000,6969000
AAPL,1000000000,partial_mint_failure,fixed_20,2026-09-07,1788739208000,1789154997000,175950798,17742139,158208659,326338989,28189591,129,78719,389252000,6325000
AAPL,1000000000,partial_mint_failure,fixed_40,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,1000000000,partial_mint_failure,fixed_40,2026-08-03,1785715200000,1786319868000,-2291298,2255053,-4546351,56255484,7377302,34,7242,392077000,4433000
AAPL,1000000000,partial_mint_failure,fixed_40,2026-08-10,1786320003000,1786924791000,23424716,-10613192,34037908,81426069,6297845,29,13787,589241000,4565000
AAPL,1000000000,partial_mint_failure,fixed_40,2026-08-17,1786924842000,1787529440000,5258943,7140183,-1881240,71746744,9357319,43,12875,582064000,6051000
AAPL,1000000000,partial_mint_failure,fixed_40,2026-08-24,1787529654000,1788134317000,184624512,17278345,167346167,265776299,14350567,66,42448,588525000,6658000
AAPL,1000000000,partial_mint_failure,fixed_40,2026-08-31,1788134406000,1788739197000,221890627,601886,221288741,294426800,8052722,37,88790,589753000,1604000
AAPL,1000000000,partial_mint_failure,fixed_40,2026-09-07,1788739208000,1789154997000,133218313,17742139,115476174,213292470,10958447,50,78719,402085000,2353000
AAPL,1000000000,partial_mint_failure,fixed_80,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,1000000000,partial_mint_failure,fixed_80,2026-08-03,1785715200000,1786319868000,7790996,2255053,5535943,36830814,2384054,11,7242,402961000,2266000
AAPL,1000000000,partial_mint_failure,fixed_80,2026-08-10,1786320003000,1786924791000,18081808,-10613192,28695000,50928554,2158914,10,13787,601231000,2321000
AAPL,1000000000,partial_mint_failure,fixed_80,2026-08-17,1786924842000,1787529440000,1589843,7140183,-5550340,45670898,4138931,19,12875,597371000,2643000
AAPL,1000000000,partial_mint_failure,fixed_80,2026-08-24,1787529654000,1788134317000,115357150,17278345,98078805,141172497,4542968,21,42448,598703000,797000
AAPL,1000000000,partial_mint_failure,fixed_80,2026-08-31,1788134406000,1788739197000,125891002,601886,125289116,159878294,2834334,13,88790,603223000,424000
AAPL,1000000000,partial_mint_failure,fixed_80,2026-09-07,1788739208000,1789154997000,77546579,17742139,59804440,109891271,4031425,18,78719,412591000,856000
AAPL,1000000000,partial_mint_failure,fixed_160,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,1000000000,partial_mint_failure,fixed_160,2026-08-03,1785715200000,1786319868000,13184886,2255053,10929833,21220698,629177,3,7242,404028000,128000
AAPL,1000000000,partial_mint_failure,fixed_160,2026-08-10,1786320003000,1786924791000,13153624,-10613192,23766816,28316330,225140,1,13787,604923000,130000
AAPL,1000000000,partial_mint_failure,fixed_160,2026-08-17,1786924842000,1787529440000,16256282,7140183,9116099,26956892,854317,4,12875,602870000,172000
AAPL,1000000000,partial_mint_failure,fixed_160,2026-08-24,1787529654000,1788134317000,74216441,17278345,56938096,76646800,1079457,5,42448,603580000,419000
AAPL,1000000000,partial_mint_failure,fixed_160,2026-08-31,1788134406000,1788739197000,55752533,601886,55150647,78203068,900560,4,88790,604880000,220000
AAPL,1000000000,partial_mint_failure,fixed_160,2026-09-07,1788739208000,1789154997000,39464013,17742139,21721874,53589091,1826268,8,78719,414053000,219000
AAPL,1000000000,partial_mint_failure,adaptive_width,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,1000000000,partial_mint_failure,adaptive_width,2026-08-03,1785715200000,1786319868000,-1704036,2255053,-3959089,25973487,2788091,13,7242,400746000,1817000
AAPL,1000000000,partial_mint_failure,adaptive_width,2026-08-10,1786320003000,1786924791000,12263116,-10613192,22876308,27858403,225140,1,13787,604923000,1917000
AAPL,1000000000,partial_mint_failure,adaptive_width,2026-08-17,1786924842000,1787529440000,17538898,7140183,10398715,33981462,1529737,7,12875,603865000,225000
AAPL,1000000000,partial_mint_failure,adaptive_width,2026-08-24,1787529654000,1788134317000,110433881,17278345,93155536,107459100,1754877,8,42448,604086000,371000
AAPL,1000000000,partial_mint_failure,adaptive_width,2026-08-31,1788134406000,1788739197000,205422590,601886,204820704,344847949,24337063,112,88790,571781000,5248000
AAPL,1000000000,partial_mint_failure,adaptive_width,2026-09-07,1788739208000,1789154997000,72830130,17742139,55087991,171288311,18832272,86,78719,397049000,3906000
AAPL,1000000000,partial_mint_failure,adaptive_economic,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,1000000000,partial_mint_failure,adaptive_economic,2026-08-03,1785715200000,1786319868000,-8786384,2255053,-11041437,4255693,404037,2,7242,403658000,373970000
AAPL,1000000000,partial_mint_failure,adaptive_economic,2026-08-10,1786320003000,1786924791000,25831722,-10613192,36444914,38062735,450280,2,13787,604923000,398744000
AAPL,1000000000,partial_mint_failure,adaptive_economic,2026-08-17,1786924842000,1787529440000,682489,7140183,-6457694,465812,0,0,12875,604649000,600471000
AAPL,1000000000,partial_mint_failure,adaptive_economic,2026-08-24,1787529654000,1788134317000,30785112,17278345,13506767,45449406,2384054,11,42448,601917000,529007000
AAPL,1000000000,partial_mint_failure,adaptive_economic,2026-08-31,1788134406000,1788739197000,83460613,601886,82858727,112086803,2158914,10,88790,600754000,430622000
AAPL,1000000000,partial_mint_failure,adaptive_economic,2026-09-07,1788739208000,1789154997000,98426240,17742139,80684101,123978348,3177108,14,78719,409838000,230508000
AAPL,250000000,pinned_fork_costs,fixed_20,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,250000000,pinned_fork_costs,fixed_20,2026-08-03,1785715200000,1786319868000,-30512512,605095,-31117607,27987875,27871117,124,7242,403658000,21588000
AAPL,250000000,pinned_fork_costs,fixed_20,2026-08-10,1786320003000,1786924791000,177922,-2655008,2832930,46467142,20487740,91,13787,604923000,16885000
AAPL,250000000,pinned_fork_costs,fixed_20,2026-08-17,1786924842000,1787529440000,-22828710,1786196,-24614906,42806464,31294460,139,12875,604649000,27920000
AAPL,250000000,pinned_fork_costs,fixed_20,2026-08-24,1787529654000,1788134317000,69870983,4322369,65548614,156260108,41425760,184,42448,604877000,19797000
AAPL,250000000,pinned_fork_costs,fixed_20,2026-08-31,1788134406000,1788739197000,117680203,150569,117529634,216068654,35572120,158,88790,604880000,8622000
AAPL,250000000,pinned_fork_costs,fixed_20,2026-09-07,1788739208000,1789154997000,67125444,4404594,62720850,182085827,35914894,159,78719,415800000,8879000
AAPL,250000000,pinned_fork_costs,fixed_40,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,250000000,pinned_fork_costs,fixed_40,2026-08-03,1785715200000,1786319868000,2533426,605095,1928331,19537257,6032537,27,7242,403658000,4491000
AAPL,250000000,pinned_fork_costs,fixed_40,2026-08-10,1786320003000,1786924791000,12579033,-2655008,15234041,28378839,4277660,19,13787,604923000,4796000
AAPL,250000000,pinned_fork_costs,fixed_40,2026-08-17,1786924842000,1787529440000,3703622,1786196,1917426,27999383,9230740,41,12875,604649000,5649000
AAPL,250000000,pinned_fork_costs,fixed_40,2026-08-24,1787529654000,1788134317000,56482144,4322369,52159775,87146822,12832980,57,42448,604877000,5547000
AAPL,250000000,pinned_fork_costs,fixed_40,2026-08-31,1788134406000,1788739197000,69294470,150569,69143901,105023697,10356440,46,88790,604880000,2150000
AAPL,250000000,pinned_fork_costs,fixed_40,2026-09-07,1788739208000,1789154997000,38700910,4404594,34296316,81223137,12275194,54,78719,415800000,2896000
AAPL,250000000,pinned_fork_costs,fixed_80,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,250000000,pinned_fork_costs,fixed_80,2026-08-03,1785715200000,1786319868000,120965,605095,-484130,10229886,2655437,12,7242,403658000,1753000
AAPL,250000000,pinned_fork_costs,fixed_80,2026-08-10,1786320003000,1786924791000,5356970,-2655008,8011978,14810911,1801120,8,13787,604923000,1604000
AAPL,250000000,pinned_fork_costs,fixed_80,2026-08-17,1786924842000,1787529440000,2365209,1786196,579013,14271225,3602240,16,12875,604649000,2084000
AAPL,250000000,pinned_fork_costs,fixed_80,2026-08-24,1787529654000,1788134317000,34757077,4322369,30434708,40880425,3151960,14,42448,604877000,747000
AAPL,250000000,pinned_fork_costs,fixed_80,2026-08-31,1788134406000,1788739197000,31599211,150569,31448642,43853159,2926820,13,88790,604880000,443000
AAPL,250000000,pinned_fork_costs,fixed_80,2026-09-07,1788739208000,1789154997000,24128526,4404594,19723932,32281699,3044454,13,78719,415800000,691000
AAPL,250000000,pinned_fork_costs,fixed_160,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,250000000,pinned_fork_costs,fixed_160,2026-08-03,1785715200000,1786319868000,3445072,605095,2839977,5722995,629177,3,7242,404028000,128000
AAPL,250000000,pinned_fork_costs,fixed_160,2026-08-10,1786320003000,1786924791000,3796788,-2655008,6451796,7668591,225140,1,13787,604923000,130000
AAPL,250000000,pinned_fork_costs,fixed_160,2026-08-17,1786924842000,1787529440000,4888420,1786196,3102224,7537342,675420,3,12875,604649000,147000
AAPL,250000000,pinned_fork_costs,fixed_160,2026-08-24,1787529654000,1788134317000,18978656,4322369,14656287,20032190,900560,4,42448,604877000,419000
AAPL,250000000,pinned_fork_costs,fixed_160,2026-08-31,1788134406000,1788739197000,11293349,150569,11142780,20203249,1350840,6,88790,604880000,214000
AAPL,250000000,pinned_fork_costs,fixed_160,2026-09-07,1788739208000,1789154997000,10679655,4404594,6275061,14056636,1243334,5,78719,415800000,270000
AAPL,250000000,pinned_fork_costs,adaptive_width,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,250000000,pinned_fork_costs,adaptive_width,2026-08-03,1785715200000,1786319868000,3243753,605095,2638658,5709283,629177,3,7242,403658000,129000
AAPL,250000000,pinned_fork_costs,adaptive_width,2026-08-10,1786320003000,1786924791000,3771768,-2655008,6426776,7651100,225140,1,13787,604923000,1521000
AAPL,250000000,pinned_fork_costs,adaptive_width,2026-08-17,1786924842000,1787529440000,-970913,1786196,-2757109,11452988,4727940,21,12875,604649000,2583000
AAPL,250000000,pinned_fork_costs,adaptive_width,2026-08-24,1787529654000,1788134317000,30131596,4322369,25809227,49725270,11482140,51,42448,604877000,3455000
AAPL,250000000,pinned_fork_costs,adaptive_width,2026-08-31,1788134406000,1788739197000,78856582,150569,78706013,142159594,26341380,117,88790,604880000,5839000
AAPL,250000000,pinned_fork_costs,adaptive_width,2026-09-07,1788739208000,1789154997000,28055042,4404594,23650448,97753801,26459014,117,78719,415800000,6557000
AAPL,250000000,pinned_fork_costs,adaptive_economic,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,250000000,pinned_fork_costs,adaptive_economic,2026-08-03,1785715200000,1786319868000,6100034,605095,5494939,5782713,178897,1,7242,403658000,77000
AAPL,250000000,pinned_fork_costs,adaptive_economic,2026-08-10,1786320003000,1786924791000,-2208139,-2655008,446869,1442040,0,0,13787,604923000,445077000
AAPL,250000000,pinned_fork_costs,adaptive_economic,2026-08-17,1786924842000,1787529440000,8075519,1786196,6289323,5218069,0,0,12875,604649000,152598000
AAPL,250000000,pinned_fork_costs,adaptive_economic,2026-08-24,1787529654000,1788134317000,12074385,4322369,7752016,10446427,0,0,42448,604877000,216186000
AAPL,250000000,pinned_fork_costs,adaptive_economic,2026-08-31,1788134406000,1788739197000,28468844,150569,28318275,33553745,900560,4,88790,604880000,451697000
AAPL,250000000,pinned_fork_costs,adaptive_economic,2026-09-07,1788739208000,1789154997000,-7530935,4404594,-11935529,3242305,1243334,5,78719,415800000,414959000
AAPL,250000000,double_gas_half_fees,fixed_20,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,250000000,double_gas_half_fees,fixed_20,2026-08-03,1785715200000,1786319868000,-72086738,552334,-72639072,13674880,55742234,124,7242,403658000,21588000
AAPL,250000000,double_gas_half_fees,fixed_20,2026-08-10,1786320003000,1786924791000,-43247210,-2655008,-40592202,21379665,40975480,91,13787,604923000,16885000
AAPL,250000000,double_gas_half_fees,fixed_20,2026-08-17,1786924842000,1787529440000,-72592508,1786196,-74378704,18405856,62588920,139,12875,604649000,27920000
AAPL,250000000,double_gas_half_fees,fixed_20,2026-08-24,1787529654000,1788134317000,-58052673,4322369,-62375042,56905943,82851520,184,42448,604877000,19797000
AAPL,250000000,double_gas_half_fees,fixed_20,2026-08-31,1788134406000,1788739197000,-4068917,150569,-4219486,2618757,4052520,9,88790,604880000,849000
AAPL,250000000,double_gas_half_fees,fixed_20,2026-09-07,1788739208000,1789154997000,-235268,4353759,-4589027,0,235268,0,78719,415800000,0
AAPL,250000000,double_gas_half_fees,fixed_40,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,250000000,double_gas_half_fees,fixed_40,2026-08-03,1785715200000,1786319868000,-13341428,552334,-13893762,9618720,12065074,27,7242,403658000,4491000
AAPL,250000000,double_gas_half_fees,fixed_40,2026-08-10,1786320003000,1786924791000,-6130466,-2655008,-3475458,13429995,8555320,19,13787,604923000,4796000
AAPL,250000000,double_gas_half_fees,fixed_40,2026-08-17,1786924842000,1787529440000,-19135288,1786196,-20921484,12637168,18461480,41,12875,604649000,5649000
AAPL,250000000,double_gas_half_fees,fixed_40,2026-08-24,1787529654000,1788134317000,-4574204,4322369,-8896573,35731897,25665960,57,42448,604877000,5547000
AAPL,250000000,double_gas_half_fees,fixed_40,2026-08-31,1788134406000,1788739197000,-717183,150569,-867752,37769451,20712880,46,88790,604880000,2150000
AAPL,250000000,double_gas_half_fees,fixed_40,2026-09-07,1788739208000,1789154997000,-17818796,4353759,-22172555,26115466,24550388,54,78719,415800000,2896000
AAPL,250000000,double_gas_half_fees,fixed_80,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,250000000,double_gas_half_fees,fixed_80,2026-08-03,1785715200000,1786319868000,-7659871,552334,-8212205,5070518,5310874,12,7242,403658000,1753000
AAPL,250000000,double_gas_half_fees,fixed_80,2026-08-10,1786320003000,1786924791000,-3911559,-2655008,-1256551,7182956,3602240,8,13787,604923000,1604000
AAPL,250000000,double_gas_half_fees,fixed_80,2026-08-17,1786924842000,1787529440000,-8227199,1786196,-10013395,6734204,7204480,16,12875,604649000,2084000
AAPL,250000000,double_gas_half_fees,fixed_80,2026-08-24,1787529654000,1788134317000,9350970,4322369,5028601,18380238,6303920,14,42448,604877000,747000
AAPL,250000000,double_gas_half_fees,fixed_80,2026-08-31,1788134406000,1788739197000,4880987,150569,4730418,18467902,5853640,13,88790,604880000,443000
AAPL,250000000,double_gas_half_fees,fixed_80,2026-09-07,1788739208000,1789154997000,2552847,4353759,-1800912,12760197,6088908,13,78719,415800000,691000
AAPL,250000000,double_gas_half_fees,fixed_160,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,250000000,double_gas_half_fees,fixed_160,2026-08-03,1785715200000,1786319868000,-51271,552334,-603605,2856776,1258354,3,7242,404028000,128000
AAPL,250000000,double_gas_half_fees,fixed_160,2026-08-10,1786320003000,1786924791000,-283465,-2655008,2371543,3789674,450280,1,13787,604923000,130000
AAPL,250000000,double_gas_half_fees,fixed_160,2026-08-17,1786924842000,1787529440000,389864,1786196,-1396332,3664779,1350840,3,12875,604649000,147000
AAPL,250000000,double_gas_half_fees,fixed_160,2026-08-24,1787529654000,1788134317000,7535467,4322369,3213098,9509862,1801120,4,42448,604877000,419000
AAPL,250000000,double_gas_half_fees,fixed_160,2026-08-31,1788134406000,1788739197000,-340708,150569,-491277,9240177,2701680,6,88790,604880000,214000
AAPL,250000000,double_gas_half_fees,fixed_160,2026-09-07,1788739208000,1789154997000,1793395,4353759,-2560364,6226928,2486668,5,78719,415800000,270000
AAPL,250000000,double_gas_half_fees,adaptive_width,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,250000000,double_gas_half_fees,adaptive_width,2026-08-03,1785715200000,1786319868000,-245662,552334,-797996,2849985,1258354,3,7242,403658000,129000
AAPL,250000000,double_gas_half_fees,adaptive_width,2026-08-10,1786320003000,1786924791000,-300149,-2655008,2354859,3780913,450280,1,13787,604923000,1521000
AAPL,250000000,double_gas_half_fees,adaptive_width,2026-08-17,1786924842000,1787529440000,-3686482,1786196,-5472678,5033366,3602240,8,12875,604649000,529000
AAPL,250000000,double_gas_half_fees,adaptive_width,2026-08-24,1787529654000,1788134317000,7440956,4322369,3118587,11083109,3602240,8,42448,604877000,624000
AAPL,250000000,double_gas_half_fees,adaptive_width,2026-08-31,1788134406000,1788739197000,-2137375,150569,-2287944,17490528,10806720,24,88790,604880000,1232000
AAPL,250000000,double_gas_half_fees,adaptive_width,2026-09-07,1788739208000,1789154997000,-13679879,4353759,-18033638,12537585,16895628,37,78719,415800000,1708000
AAPL,250000000,double_gas_half_fees,adaptive_economic,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,250000000,double_gas_half_fees,adaptive_economic,2026-08-03,1785715200000,1786319868000,3026660,552334,2474326,2890610,357794,1,7242,403658000,77000
AAPL,250000000,double_gas_half_fees,adaptive_economic,2026-08-10,1786320003000,1786924791000,-2895978,-2655008,-240970,720748,0,0,13787,604923000,445077000
AAPL,250000000,double_gas_half_fees,adaptive_economic,2026-08-17,1786924842000,1787529440000,5439182,1786196,3652986,2608229,0,0,12875,604649000,152598000
AAPL,250000000,double_gas_half_fees,adaptive_economic,2026-08-24,1787529654000,1788134317000,6662359,4322369,2339990,5221096,0,0,42448,604877000,216186000
AAPL,250000000,double_gas_half_fees,adaptive_economic,2026-08-31,1788134406000,1788739197000,501311,150569,350742,488912,0,0,88790,604880000,583855000
AAPL,250000000,double_gas_half_fees,adaptive_economic,2026-09-07,1788739208000,1789154997000,1741785,4353759,-2611974,1708159,235268,0,78719,415800000,378578000
AAPL,250000000,partial_mint_failure,fixed_20,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,250000000,partial_mint_failure,fixed_20,2026-08-03,1785715200000,1786319868000,-14586308,605095,-15191403,23644154,19747852,91,7242,329154000,13214000
AAPL,250000000,partial_mint_failure,fixed_20,2026-08-10,1786320003000,1786924791000,-152791,-2655008,2502217,41385799,19390058,89,13787,519320000,16040000
AAPL,250000000,partial_mint_failure,fixed_20,2026-08-17,1786924842000,1787529440000,-3881714,1786196,-5667910,34718635,20198132,93,12875,539872000,18444000
AAPL,250000000,partial_mint_failure,fixed_20,2026-08-24,1787529654000,1788134317000,59975198,4322369,55652829,138841364,39588190,182,42448,546208000,14960000
AAPL,250000000,partial_mint_failure,fixed_20,2026-08-31,1788134406000,1788739197000,66057384,150569,65906815,141224582,30409768,140,88790,562099000,6895000
AAPL,250000000,partial_mint_failure,fixed_20,2026-09-07,1788739208000,1789154997000,41529556,4404594,37124962,108810071,28189591,129,78719,387863000,6245000
AAPL,250000000,partial_mint_failure,fixed_40,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,250000000,partial_mint_failure,fixed_40,2026-08-03,1785715200000,1786319868000,-1357767,605095,-1962862,18231618,7377302,34,7242,392077000,4433000
AAPL,250000000,partial_mint_failure,fixed_40,2026-08-10,1786320003000,1786924791000,8444460,-2655008,11099468,27062750,6297845,29,13787,589130000,4565000
AAPL,250000000,partial_mint_failure,fixed_40,2026-08-17,1786924842000,1787529440000,1762447,1786196,-23749,24710031,9357319,43,12875,582064000,6051000
AAPL,250000000,partial_mint_failure,fixed_40,2026-08-24,1787529654000,1788134317000,52580395,4322369,48258026,80440735,13045970,60,42448,588155000,5875000
AAPL,250000000,partial_mint_failure,fixed_40,2026-08-31,1788134406000,1788739197000,62047697,150569,61897128,88109534,8052722,37,88790,589753000,1604000
AAPL,250000000,partial_mint_failure,fixed_40,2026-09-07,1788739208000,1789154997000,33912048,4404594,29507454,62780059,10958447,50,78719,401489000,2369000
AAPL,250000000,partial_mint_failure,fixed_80,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,250000000,partial_mint_failure,fixed_80,2026-08-03,1785715200000,1786319868000,2091721,605095,1486626,10626236,2384054,11,7242,402961000,2266000
AAPL,250000000,partial_mint_failure,fixed_80,2026-08-10,1786320003000,1786924791000,5403291,-2655008,8058299,14886017,2158914,10,13787,601231000,2321000
AAPL,250000000,partial_mint_failure,fixed_80,2026-08-17,1786924842000,1787529440000,307730,1786196,-1478466,13600461,4138931,19,12875,597371000,2643000
AAPL,250000000,partial_mint_failure,fixed_80,2026-08-24,1787529654000,1788134317000,29379909,4322369,25057540,38687957,4542968,21,42448,598703000,797000
AAPL,250000000,partial_mint_failure,fixed_80,2026-08-31,1788134406000,1788739197000,32367609,150569,32217040,43051308,2834334,13,88790,603223000,424000
AAPL,250000000,partial_mint_failure,fixed_80,2026-09-07,1788739208000,1789154997000,17858492,4404594,13453898,29167063,4031425,18,78719,412591000,856000
AAPL,250000000,partial_mint_failure,fixed_160,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
AAPL,250000000,partial_mint_failure,fixed_160,2026-08-03,1785715200000,1786319868000,3445072,605095,2839977,5722995,629177,3,7242,404028000,128000
AAPL,250000000,partial_mint_failure,fixed_160,2026-08-10,1786320003000,1786924791000,3796788,-2655008,6451796,7668591,225140,1,13787,604923000,130000
AAPL,250000000,partial_mint_failure,fixed_160,2026-08-17,1786924842000,1787529440000,4260559,1786196,2474363,7370591,854317,4,12875,602870000,172000
AAPL,250000000,partial_mint_failure,fixed_160,2026-08-24,1787529654000,1788134317000,18728216,4322369,14405847,19926779,1079457,5,42448,603580000,419000
AAPL,250000000,partial_mint_failure,fixed_160,2026-08-31,1788134406000,1788739197000,13851792,150569,13701223,20096104,900560,4,88790,604880000,220000
AAPL,250000000,partial_mint_failure,fixed_160,2026-09-07,1788739208000,1789154997000,8762204,4404594,4357610,13652299,1826268,8,78719,414053000,219000
AAPL,250000000,partial_mint_failure,adaptive_width,2026-07-27,1785196800000,1785196800000,0,0,0,0,0,0,0,0,0
