horizonMinutes,regime,start,end,day,startCheckpoint,endCheckpoint,minutes,maxCheckpointGapSeconds,startTick,endTick,minTick,maxTick,absoluteReturnPct,returnPct,endpointTicks,peakExcursionTicks,downPriceTicks,upPriceTicks,swaps,volumeUsdg,cross10,cross20,cross30,cross40,cross50
30,premarket,2026-09-10T12:06:35.000Z,2026-09-10T12:37:21.000Z,2026-09-10,4782,4812,30.766666666666666,66.0,222284,222316,222277,222316,0.3164247823289612,-0.3164247823289612,32,32,32,7,6513,1141251.2197160001,True,True,True,False,False
30,premarket,2026-09-10T12:37:21.000Z,2026-09-10T13:08:04.000Z,2026-09-10,4812,4842,30.716666666666665,63.0,222316,222347,222316,222358,0.3132763523921889,-0.3132763523921889,31,42,42,0,5493,1220394.3070040003,True,True,True,True,False
30,regular,2026-09-10T13:30:40.000Z,2026-09-10T14:01:27.000Z,2026-09-10,4864,4894,30.783333333333335,63.0,222361,222472,222338,222479,1.106206713322766,-1.106206713322766,111,118,118,23,3387,2528638.0502210003,True,True,True,True,True
30,regular,2026-09-10T14:01:27.000Z,2026-09-10T14:32:02.000Z,2026-09-10,4894,4924,30.583333333333332,63.0,222472,222443,222419,222472,0.2848076339738048,0.2848076339738048,29,53,0,53,3404,1145009.880609,True,True,True,True,True
120,weekend,2026-09-05T12:32:48.000Z,2026-09-05T14:34:28.000Z,2026-09-05,1,25,121.66666666666667,412.0,221905,221891,221890,221906,0.13938943721125696,0.13938943721125696,14,15,1,15,27683,3616259.8637110004,True,False,False,False,False
120,weekend,2026-09-05T14:34:28.000Z,2026-09-05T16:37:47.000Z,2026-09-05,25,48,123.31666666666666,617.0,221891,221877,221874,221891,0.13900901519754427,0.13900901519754427,14,17,0,17,11759,3360559.551435,True,False,False,False,False
120,weekend,2026-09-05T16:37:47.000Z,2026-09-05T18:40:28.000Z,2026-09-05,48,66,122.68333333333334,1841.0,221877,221888,221874,221889,0.111339826475787,-0.111339826475787,11,12,12,3,11084,1699143.51845,True,False,False,False,False
120,weekend,2026-09-05T18:40:28.000Z,2026-09-05T20:43:46.000Z,2026-09-05,66,90,123.3,313.0,221888,221891,221883,221892,0.028812316380644187,-0.028812316380644187,3,5,4,5,8277,1274853.7855800004,False,False,False,False,False
120,weekend,2026-09-05T20:43:46.000Z,2026-09-05T22:47:42.000Z,2026-09-05,90,113,123.93333333333334,615.0,221891,221888,221886,221892,0.03101050194294075,0.03101050194294075,3,5,1,5,7566,1097696.651027,False,False,False,False,False
120,weekend,2026-09-05T22:47:42.000Z,2026-09-06T00:52:40.000Z,2026-09-05,113,136,124.96666666666667,629.0,221888,221887,221882,221889,0.002843759438753146,0.002843759438753146,1,6,1,6,8100,1234199.216023,False,False,False,False,False
120,weekend,2026-09-06T00:52:40.000Z,2026-09-06T02:55:42.000Z,2026-09-05,136,160,123.03333333333333,313.0,221887,221883,221882,221887,0.04396033347509043,0.04396033347509043,4,5,0,5,8846,1118623.4788120002,False,False,False,False,False
120,weekend,2026-09-06T02:55:42.000Z,2026-09-06T04:56:02.000Z,2026-09-05,160,182,120.33333333333333,630.0,221883,221883,221879,221886,0.0024591605458201826,0.0024591605458201826,0,4,3,4,7415,1082925.2300530002,False,False,False,False,False
120,weekend,2026-09-06T05:01:22.000Z,2026-09-06T07:06:02.000Z,2026-09-06,183,206,124.66666666666667,630.0,221883,221882,221878,221884,0.011094340676454095,0.011094340676454095,1,5,1,5,2954,446176.608415,False,False,False,False,False
120,weekend,2026-09-06T07:06:02.000Z,2026-09-06T09:10:52.000Z,2026-09-06,206,229,124.83333333333333,630.0,221882,221872,221868,221882,0.10373863796449001,0.10373863796449001,10,14,0,14,6134,1273817.7079240002,True,False,False,False,False
120,weekend,2026-09-06T09:10:52.000Z,2026-09-06T11:14:05.000Z,2026-09-06,229,252,123.21666666666667,617.0,221872,221868,221868,221874,0.03653517036288356,0.03653517036288356,4,4,2,4,2267,774485.20639,False,False,False,False,False
120,weekend,2026-09-06T11:14:05.000Z,2026-09-06T13:18:12.000Z,2026-09-06,252,276,124.11666666666666,320.0,221868,221870,221865,221870,0.021194379184430456,-0.021194379184430456,2,3,2,3,7458,963104.7730729999,False,False,False,False,False
120,weekend,2026-09-06T13:18:12.000Z,2026-09-06T15:22:52.000Z,2026-09-06,276,300,124.66666666666667,320.0,221870,221883,221870,221884,0.13097449758651125,-0.13097449758651125,13,14,14,0,4625,1452864.1800680002,True,False,False,False,False
120,weekend,2026-09-06T15:22:52.000Z,2026-09-06T17:27:32.000Z,2026-09-06,300,322,124.66666666666667,621.0,221883,221881,221880,221885,0.023173219779026866,0.023173219779026866,2,3,2,3,12776,1695567.6632539998,False,False,False,False,False
120,weekend,2026-09-06T17:27:32.000Z,2026-09-06T19:31:16.000Z,2026-09-06,322,341,123.73333333333333,622.0,221881,221876,221876,221884,0.048598142610267736,0.048598142610267736,5,5,3,5,5080,1141946.140941,False,False,False,False,False
120,weekend,2026-09-06T19:31:16.000Z,2026-09-06T21:33:13.000Z,2026-09-06,341,357,121.95,1212.0,221876,221869,221861,221877,0.07330889669427965,0.07330889669427965,7,15,1,15,18633,3018598.4173330003,True,False,False,False,False
120,weekend,2026-09-06T21:38:14.000Z,2026-09-06T23:41:04.000Z,2026-09-06,358,370,122.83333333333333,924.0,221869,221877,221869,221879,0.07702356658150222,-0.07702356658150222,8,10,10,0,11995,1505240.06853,True,False,False,False,False
120,weekend,2026-09-06T23:41:04.000Z,2026-09-07T01:43:23.000Z,2026-09-06,370,391,122.31666666666666,617.0,221877,221877,221875,221884,0.0037567113378766948,-0.0037567113378766948,0,7,7,2,4197,840768.2840179998,False,False,False,False,False
120,weekend,2026-09-07T01:48:27.000Z,2026-09-07T03:50:18.000Z,2026-09-06,392,411,121.85,914.0,221880,221866,221858,221880,0.14073944174488595,0.14073944174488595,14,22,0,22,2110,837320.978446,True,True,False,False,False
120,holiday,2026-09-07T04:05:38.000Z,2026-09-07T06:08:58.000Z,2026-09-07,414,426,123.33333333333333,1546.0,221864,221856,221852,221865,0.08429284859781117,0.08429284859781117,8,12,1,12,26975,4331917.283784,True,False,False,False,False
120,holiday,2026-09-07T06:14:03.000Z,2026-09-07T08:16:51.000Z,2026-09-07,427,439,122.8,1532.0,221856,221820,221820,221856,0.35389698471517406,0.35389698471517406,36,36,0,36,10317,2440731.633021,True,True,True,False,False
120,holiday,2026-09-07T08:16:51.000Z,2026-09-07T10:18:15.000Z,2026-09-07,439,516,121.4,1232.0,221820,221839,221799,221841,0.18621353600019042,-0.18621353600019042,19,21,21,21,6984,1662762.5579850005,True,True,False,False,False
120,holiday,2026-09-07T10:18:15.000Z,2026-09-07T12:18:15.000Z,2026-09-07,516,632,120.0,123.0,221839,221846,221834,221849,0.07160890788010521,-0.07160890788010521,7,10,10,5,7434,1232172.682238,True,False,False,False,False
120,holiday,2026-09-07T12:18:15.000Z,2026-09-07T14:18:58.000Z,2026-09-07,632,748,120.71666666666667,184.0,221846,221840,221830,221847,0.05833680189895052,0.05833680189895052,6,16,1,16,20860,3005258.896252001,True,False,False,False,False
120,holiday,2026-09-07T14:18:58.000Z,2026-09-07T16:19:43.000Z,2026-09-07,748,866,120.75,65.0,221840,221851,221836,221866,0.10346105750916879,-0.10346105750916879,11,26,26,4,11665,2434611.622327,True,True,False,False,False
120,holiday,2026-09-07T16:19:43.000Z,2026-09-07T18:20:39.000Z,2026-09-07,866,982,120.93333333333334,186.0,221851,221847,221846,221857,0.03817583994480955,0.03817583994480955,4,6,6,5,13170,1810668.3064499993,False,False,False,False,False
120,holiday,2026-09-07T18:20:39.000Z,2026-09-07T20:21:38.000Z,2026-09-07,982,1098,120.98333333333333,182.0,221847,221844,221841,221850,0.025837903427250453,0.025837903427250453,3,6,3,6,5406,1025534.0392730003,False,False,False,False,False
120,holiday,2026-09-07T20:21:38.000Z,2026-09-07T22:22:34.000Z,2026-09-07,1098,1213,120.93333333333334,246.0,221844,221859,221837,221859,0.14404502558649224,-0.14404502558649224,15,15,15,7,4461,962137.1414139995,True,False,False,False,False
120,holiday,2026-09-07T22:22:34.000Z,2026-09-08T00:23:26.000Z,2026-09-07,1213,1328,120.86666666666666,245.0,221859,221872,221859,221885,0.1315167993106936,-0.1315167993106936,13,26,26,0,10758,2496441.743485999,True,True,False,False,False
120,holiday,2026-09-08T00:23:26.000Z,2026-09-08T02:24:15.000Z,2026-09-07,1328,1446,120.81666666666666,63.0,221872,221824,221815,221872,0.48045238662890455,0.48045238662890455,48,57,0,57,20518,4913256.603075003,True,True,True,True,True
120,overnight,2026-09-08T04:00:30.000Z,2026-09-08T06:01:26.000Z,2026-09-08,1538,1656,120.93333333333334,63.0,221811,221852,221811,221852,0.40170453893146885,-0.40170453893146885,41,41,41,0,4214,1362207.50631,True,True,True,True,False
120,premarket,2026-09-08T08:00:12.000Z,2026-09-08T10:00:56.000Z,2026-09-08,1772,1890,120.73333333333333,63.0,221879,221863,221863,221907,0.1568948772963319,0.1568948772963319,16,28,28,16,18265,4572408.839052998,True,True,False,False,False
120,premarket,2026-09-08T10:00:56.000Z,2026-09-08T12:01:51.000Z,2026-09-08,1890,2006,120.91666666666667,184.0,221863,221869,221858,221896,0.057925560111737884,-0.057925560111737884,6,33,33,5,11365,3249022.5742180017,True,True,True,False,False
120,regular,2026-09-08T13:30:57.000Z,2026-09-08T15:31:45.000Z,2026-09-08,2091,2209,120.8,66.0,221813,222064,221807,222075,2.4792065728687196,-2.4792065728687196,251,262,262,6,8976,7128702.515852002,True,True,True,True,True
120,regular,2026-09-08T15:31:45.000Z,2026-09-08T17:32:42.000Z,2026-09-08,2209,2327,120.95,64.0,222064,222117,222060,222119,0.5238432316563624,-0.5238432316563624,53,55,55,4,17371,4314973.195820998,True,True,True,True,True
120,regular,2026-09-08T17:32:42.000Z,2026-09-08T19:34:26.000Z,2026-09-08,2327,2436,121.73333333333333,186.0,222117,222122,222098,222134,0.05617654513123682,-0.05617654513123682,5,19,17,19,13789,3267131.0109079983,True,False,False,False,False
120,afterhours,2026-09-08T20:00:07.000Z,2026-09-08T22:00:58.000Z,2026-09-08,2461,2579,120.85,64.0,222120,222124,222118,222127,0.03765536270898817,-0.03765536270898817,4,7,7,2,8659,1229657.0950299995,False,False,False,False,False
120,overnight,2026-09-09T00:00:38.000Z,2026-09-09T02:00:38.000Z,2026-09-08,2694,2811,120.0,63.0,222134,222106,222103,222135,0.2787982909901565,0.2787982909901565,28,31,1,31,3997,1379703.3127639992,True,True,True,False,False
120,overnight,2026-09-09T02:00:38.000Z,2026-09-09T04:01:36.000Z,2026-09-08,2811,2928,120.96666666666667,122.0,222106,222105,222101,222112,0.008265516038896692,0.008265516038896692,1,6,6,5,5948,1181336.38173,False,False,False,False,False
120,overnight,2026-09-09T04:01:36.000Z,2026-09-09T06:02:33.000Z,2026-09-09,2928,3046,120.95,64.0,222105,222109,222105,222110,0.03560922986833859,-0.03560922986833859,4,5,5,0,7319,852485.1777910001,False,False,False,False,False
120,premarket,2026-09-09T08:00:13.000Z,2026-09-09T10:00:14.000Z,2026-09-09,3159,3274,120.01666666666667,186.0,222099,222167,222095,222167,0.6776881105573285,-0.6776881105573285,68,68,68,4,9062,2027334.0552340006,True,True,True,True,True
120,premarket,2026-09-09T10:00:14.000Z,2026-09-09T12:01:06.000Z,2026-09-09,3274,3392,120.86666666666666,64.0,222167,222156,222147,222196,0.10902864529087619,0.10902864529087619,11,29,29,20,14326,2880063.3509879997,True,True,False,False,False
120,regular,2026-09-09T13:30:07.000Z,2026-09-09T15:30:54.000Z,2026-09-09,3477,3593,120.78333333333333,185.0,222152,222214,222123,222215,0.6152431814618664,-0.6152431814618664,62,63,63,29,10940,6718778.9485369995,True,True,True,True,True
120,regular,2026-09-09T15:30:54.000Z,2026-09-09T17:31:01.000Z,2026-09-09,3593,3704,120.11666666666666,187.0,222214,222187,222178,222214,0.2678494190540004,0.2678494190540004,27,36,0,36,14218,2919201.0858949996,True,True,True,False,False
120,regular,2026-09-09T17:31:01.000Z,2026-09-09T19:32:00.000Z,2026-09-09,3704,3815,120.98333333333333,246.0,222187,222187,222183,222215,0.006980109069698592,0.006980109069698592,0,28,28,4,8185,2593215.2315620007,True,True,False,False,False
120,afterhours,2026-09-09T20:00:42.000Z,2026-09-09T22:01:32.000Z,2026-09-09,3843,3961,120.83333333333333,63.0,222210,222220,222207,222221,0.09427778764901085,-0.09427778764901085,10,11,11,3,6629,1453359.4738529997,True,False,False,False,False
120,overnight,2026-09-10T00:00:14.000Z,2026-09-10T02:01:07.000Z,2026-09-09,4077,4195,120.88333333333334,63.0,222218,222251,222210,222271,0.3244582238428162,-0.3244582238428162,33,53,53,8,3539,2684035.0804170016,True,True,True,True,True
120,overnight,2026-09-10T02:01:07.000Z,2026-09-10T04:01:55.000Z,2026-09-09,4195,4313,120.8,63.0,222251,222234,222234,222251,0.17062814430051088,0.17062814430051088,17,17,0,17,12913,2018610.1654560002,True,False,False,False,False
120,overnight,2026-09-10T04:01:55.000Z,2026-09-10T06:02:55.000Z,2026-09-10,4313,4429,121.0,184.0,222234,222229,222227,222240,0.049750668013937016,0.049750668013937016,5,7,6,7,6398,1366605.648869001,False,False,False,False,False
120,premarket,2026-09-10T08:00:43.000Z,2026-09-10T10:01:30.000Z,2026-09-10,4542,4660,120.78333333333333,63.0,222253,222234,222229,222255,0.18287189765053835,0.18287189765053835,19,24,2,24,4850,1474285.8952549994,True,True,False,False,False
120,premarket,2026-09-10T10:01:30.000Z,2026-09-10T12:02:27.000Z,2026-09-10,4660,4778,120.95,63.0,222234,222278,222234,222278,0.4364764637758811,-0.4364764637758811,44,44,44,0,8771,1687831.312732,True,True,True,True,False
