window,cap,rangePolicy,kind,checkpoint,at,tokenIn,amountIn,amountOut,feeInput,feeQuote,spotShortfallQuote,impactBeyondFeeQuote
2026-09-09T19:59:38.000Z,800000,net_swap,exit,4069,2026-09-09T23:52:00.000Z,NVDA,1750791198350836185,391355440,875395599175419,195775,196065,290
2026-09-09T19:59:38.000Z,800000,net_swap,entry,4081,2026-09-10T00:04:18.000Z,USDG,431765563,1928210798786818722,215883,215883,216546,663
2026-09-09T19:59:38.000Z,800000,net_swap,recenter,4096,2026-09-10T00:19:41.000Z,NVDA,796905158881342702,178139091,398452579440672,89114,89174,60
2026-09-09T19:59:38.000Z,800000,net_swap,exit,4161,2026-09-10T01:26:21.000Z,NVDA,3351313484755604498,747412726,1675656742377803,373894,377098,3204
2026-09-09T19:59:38.000Z,800000,net_swap,entry,4173,2026-09-10T01:38:39.000Z,USDG,461788737,2071442360316265650,230895,230895,232195,1300
2026-09-09T19:59:38.000Z,800000,net_swap,recenter,4251,2026-09-10T02:58:29.000Z,USDG,199639721,893667951013493177,99820,99820,100014,194
2026-09-09T19:59:38.000Z,800000,net_swap,recenter,4407,2026-09-10T05:40:25.000Z,USDG,186192673,832967957107473227,93097,93097,93219,122
2026-09-09T19:59:38.000Z,800000,net_swap,exit,4451,2026-09-10T06:25:27.000Z,NVDA,3346937428344063364,745954923,1673468714172032,373165,375567,2402
2026-09-09T19:59:38.000Z,800000,net_swap,entry,4463,2026-09-10T06:37:45.000Z,USDG,374928873,1680568087522439044,187465,187465,188070,605
2026-09-09T19:59:38.000Z,800000,net_swap,recenter,4487,2026-09-10T07:04:24.000Z,USDG,185845543,832062461897366290,92923,92923,93058,135
2026-09-09T19:59:38.000Z,800000,net_swap,exit,4532,2026-09-10T07:50:29.000Z,NVDA,1860413170831911116,414964293,930206585415956,207586,208317,731
