symbol,budgetQuote,scenario,name,fromAt,toAt,preBenchmarkCashWaitMs,netPnlQuote,alphaQuote,markedNavQuote,terminalCashQuote,holdTerminalCashQuote,terminalExecutable,feesQuote,gasPaidQuote,terminalExitCostQuote,totalGasWithExitQuote,entries,recenters,partialFailures,outsideMs,holdingMs,fullWindowMs,drawdownPpm,averageRiskyExposurePpm,maximumRiskyExposurePpm,averageDeploymentPpm,maximumLiquidityToExistingPpm,sourceGapMs,emptyLiquidityMarks,emptyBoundaryMarks,invalid
SLV,250000000,pinned_fork_costs,fixed_80,1788551523000,1789154953000,3354723000,-9578300,-6066530,240928500,240421700,246488230,True,17339831,5329947,121273,5451220,1,22,0,6119000,602722000,3958153000,71078,485271,1018270,1001150,2434062,9095000,0,0,
SLV,250000000,pinned_fork_costs,fixed_160,1788551523000,1789154953000,3354723000,-3782384,-270614,246620349,246217616,246488230,True,9067576,1362113,121273,1483386,1,5,0,1336000,603006000,3958153000,50407,461652,1002608,990920,1219325,9095000,0,0,
SLV,250000000,pinned_fork_costs,adaptive_width,1788551523000,1789154953000,3354723000,-9707926,-6196156,240446755,240292074,246488230,True,9910642,3929535,121273,4050808,1,16,0,35647000,582411000,3958153000,60737,525880,1014119,972164,128821,9095000,0,0,
SLV,250000000,pinned_fork_costs,adaptive_economic,1788551523000,1789154953000,3354723000,4452273,7964043,255215307,254452273,246488230,True,12073449,195103,121273,316376,1,0,0,406663000,582411000,3958153000,48635,366310,994081,934770,353449,9095000,0,0,
SLV,250000000,double_gas_half_fees,fixed_20,1788551523000,1789154953000,3354723000,-173706777,-170091747,76829375,76293223,246384970,True,23358416,124093266,242546,124335812,1,265,0,66491000,601590000,3958153000,693508,760885,2619336,1479403,869430,9095000,0,0,
SLV,250000000,double_gas_half_fees,fixed_40,1788551523000,1789154953000,3354723000,-66136318,-62521288,184357865,183863682,246384970,True,15420111,41468958,242546,41711504,1,88,0,20177000,602722000,3958153000,266104,567695,1225652,1081882,4863382,9095000,0,0,
SLV,250000000,double_gas_half_fees,fixed_80,1788551523000,1789154953000,3354723000,-23397954,-19782924,227207812,226602046,246384970,True,8549886,10659894,242546,10902440,1,22,0,6119000,602722000,3958153000,102577,489246,1040111,1011141,2434062,9095000,0,0,
SLV,250000000,double_gas_half_fees,fixed_160,1788551523000,1789154953000,3354723000,-9731437,-6116407,240783991,240268563,246384970,True,4510148,2724226,242546,2966772,1,5,0,1336000,603006000,3958153000,57221,462169,1006845,997483,1219325,9095000,0,0,
SLV,250000000,double_gas_half_fees,adaptive_width,1788551523000,1789154953000,3354723000,-11533197,-7918167,238709409,238466803,246384970,True,2948562,1790618,242546,2033164,1,3,0,54552000,582513000,3958153000,63352,444433,1005374,964725,127455,9095000,0,0,
SLV,250000000,double_gas_half_fees,adaptive_economic,1788551523000,1789154953000,3354723000,-4917120,-1302090,245948497,245082880,246384970,True,2165407,390206,242546,632752,1,0,0,172393000,582513000,3958153000,48915,481665,997194,961117,46066,9095000,0,0,
SLV,250000000,partial_mint_failure,fixed_20,1788551523000,1789154953000,3354723000,-68971959,-65460189,181523469,181028041,246488230,True,36723652,49464573,121273,49585846,37,145,36,43312000,502831000,3958153000,275085,578663,1272775,926477,967620,9095000,0,0,
SLV,250000000,partial_mint_failure,fixed_40,1788551523000,1789154953000,3354723000,-30162563,-26650793,220240518,219837437,246488230,True,29403993,21093602,121273,21214875,16,62,15,15485000,577519000,3958153000,141758,550366,1095657,989705,4863382,9095000,0,0,
SLV,250000000,partial_mint_failure,fixed_80,1788551523000,1789154953000,3354723000,-9968582,-6456812,240539939,240031418,246488230,True,17212558,6343761,121273,6465034,5,19,4,7795000,595602000,3958153000,70026,496731,1022610,990266,2434062,9095000,0,0,
SLV,250000000,partial_mint_failure,fixed_160,1788551523000,1789154953000,3354723000,-4352860,-841090,246152772,245647140,246488230,True,9040281,1557216,121273,1678489,2,4,1,1336000,602342000,3958153000,50407,466508,1002608,989848,1219325,9095000,0,0,
SLV,250000000,partial_mint_failure,adaptive_width,1788551523000,1789154953000,3354723000,-10863334,-7351564,239291022,239136666,246488230,True,8032702,3386133,121273,3507406,3,10,2,27418000,579281000,3958153000,69692,600505,1011308,962071,127426,9095000,0,0,
SLV,250000000,partial_mint_failure,adaptive_economic,1788551523000,1789154953000,3354723000,4452273,7964043,255215307,254452273,246488230,True,12073449,195103,121273,316376,1,0,0,406663000,582411000,3958153000,48635,366310,994081,934770,353449,9095000,0,0,
SPCX,5000000000,pinned_fork_costs,fixed_20,1785196817000,1789154999000,17000,-4997787642,-5831243477,2328778,2212358,5833455835,True,3277156387,653245449,116393,653361842,1,2925,0,2177443000,3957584000,3958199000,1000018,894680,28606227272,1719408,4661936,1923278000,0,0,capital_exhausted
SPCX,5000000000,pinned_fork_costs,fixed_40,1785196817000,1789154999000,17000,-3333193244,-4166649079,1667248295,1666806756,5833455835,True,5760204032,423276319,116393,423392712,1,1895,0,122622000,3957584000,3958199000,824754,612654,1374961,1196647,3248996,2964000,0,0,
SPCX,5000000000,pinned_fork_costs,fixed_80,1785196817000,1789154999000,17000,-1657765206,-2491221041,3342959464,3342234794,5833455835,True,5466930867,142624672,116393,142741065,1,638,0,43169000,3957774000,3958199000,523109,507844,1047023,1026456,2095668,2964000,0,0,
SPCX,5000000000,pinned_fork_costs,fixed_160,1785196817000,1789154999000,17000,-266319532,-1099775367,4734522951,4733680468,5833455835,True,4011043288,41706180,116393,41822573,1,186,0,43980000,3957774000,3958199000,228572,501101,1008482,998582,1207191,2964000,0,0,
SPCX,5000000000,pinned_fork_costs,adaptive_width,1785196817000,1789154999000,17000,-1463131506,-2296587341,3537871523,3536868494,5833455835,True,5940880727,265646993,116393,265763386,1,1189,0,112782000,3957774000,3958199000,581589,524636,1085928,1042580,5671534,2964000,0,0,
SPCX,5000000000,pinned_fork_costs,adaptive_economic,1785196817000,1789154999000,17000,2692668682,1859212847,7692820665,7692668682,5833455835,True,4797891224,37910573,116393,38026966,1,169,0,3018957000,3957774000,3958199000,39362,94441,1005009,995469,1201189,2964000,0,0,
SPCX,5000000000,double_gas_half_fees,fixed_20,1785196817000,1789154999000,17000,-4999055733,-5832408905,1177053,944267,5833353172,True,1052253338,726432840,232786,726665626,1,1626,0,145931000,3957584000,3958199000,1000006,275033,1673554749,566579,3855215,3025763000,0,0,capital_exhausted
SPCX,5000000000,double_gas_half_fees,fixed_40,1785196817000,1789154999000,17000,-4999032133,-5832385305,1200669,967867,5833353172,True,1491186504,639357150,232786,639589936,1,1431,0,98539000,3957584000,3958199000,1000003,823669,2600370756,1508238,2791996,1916302000,0,0,capital_exhausted
SPCX,5000000000,double_gas_half_fees,fixed_80,1785196817000,1789154999000,17000,-3671020517,-4504373689,1329491274,1328979483,5833353172,True,2027877101,288375138,232786,288607924,1,645,0,42978000,3957774000,3958199000,737324,551638,1217440,1117478,1877253,2964000,0,0,
SPCX,5000000000,double_gas_half_fees,fixed_160,1785196817000,1789154999000,17000,-2027818817,-2861171989,2972874646,2972181183,5833353172,True,1665904433,86091612,232786,86324398,1,192,0,31099000,3957774000,3958199000,427218,506893,1027991,1013754,1133124,2964000,0,0,
SPCX,5000000000,double_gas_half_fees,adaptive_width,1785196817000,1789154999000,17000,-2376309810,-3209662982,2624347304,2623690190,5833353172,True,2107647820,196834028,232786,197066814,1,440,0,50670000,3957774000,3958199000,511135,495126,1073481,1039044,5094911,2964000,0,0,
SPCX,5000000000,double_gas_half_fees,adaptive_economic,1785196817000,1789154999000,17000,232078365,-601274807,5232325095,5232078365,5833353172,True,843439409,28041152,232786,28273938,1,62,0,3382723000,3957774000,3958199000,38525,61508,1005045,997486,588171,2964000,0,0,
SPCX,5000000000,partial_mint_failure,fixed_20,1785196817000,1789154999000,17000,-1892292611,-2725748446,3108497425,3107707389,5833455835,True,6215151775,503593955,116393,503710348,390,1556,389,163127000,3125149000,3958199000,671578,555766,1215199,890769,7235016,2964000,0,0,
SPCX,5000000000,partial_mint_failure,fixed_40,1785196817000,1789154999000,17000,-1062281869,-1895737704,3939056570,3937718131,5833455835,True,5977408364,268509019,116393,268625412,208,830,207,67647000,3520791000,3958199000,533744,522469,1085671,936210,4140552,2964000,0,0,
SPCX,5000000000,partial_mint_failure,fixed_80,1785196817000,1789154999000,17000,-773870973,-1607326808,4227008899,4226129027,5833455835,True,5212052711,124860700,116393,124977093,97,386,96,35418000,3780180000,3958199000,367149,508900,1029473,970484,2244803,2964000,0,0,
SPCX,5000000000,partial_mint_failure,fixed_160,1785196817000,1789154999000,17000,-113191523,-946647358,4887919494,4886808477,5833455835,True,3720969431,42259715,116393,42376108,33,131,32,46529000,3899823000,3958199000,215546,493721,1008260,984344,1182174,2964000,0,0,
SPCX,5000000000,partial_mint_failure,adaptive_width,1785196817000,1789154999000,17000,1084109563,250653728,6085709774,6084109563,5833455835,True,6906929786,157437196,116393,157553589,122,487,121,72161000,3721681000,3958199000,250723,501613,1026947,951538,6426874,2964000,0,0,
SPCX,5000000000,partial_mint_failure,adaptive_economic,1785196817000,1789154999000,17000,2346919648,1513463813,7347070006,7346919648,5833455835,True,3893655792,27801025,116393,27917418,22,86,21,2998630000,3919731000,3958199000,40935,96480,1003794,985218,1201151,2964000,0,0,
SPCX,1000000000,pinned_fork_costs,fixed_20,1785196817000,1789154999000,17000,-999463592,-1166444312,652807,536408,1166980720,True,799088081,339996236,116393,340112629,1,1522,0,136012000,3954820000,3958199000,1000001,341948,11141428984,724671,1238281,3049067000,0,0,capital_exhausted
SPCX,1000000000,pinned_fork_costs,fixed_40,1785196817000,1789154999000,17000,-703239426,-870220146,296988174,296760574,1166980720,True,1928665302,423499590,116393,423615983,1,1896,0,122525000,3957584000,3958199000,925294,1222987,5399475,2356830,780559,2964000,0,0,
SPCX,1000000000,pinned_fork_costs,fixed_80,1785196817000,1789154999000,17000,-222437310,-389418030,777838197,777562690,1166980720,True,1508638567,148429718,116393,148546111,1,664,0,40364000,3957774000,3958199000,466773,563996,1222168,1139456,447252,2964000,0,0,
SPCX,1000000000,pinned_fork_costs,fixed_160,1785196817000,1789154999000,17000,-38563221,-205543941,961703404,961436779,1166980720,True,940488360,46618142,116393,46734535,1,208,0,12466000,3957774000,3958199000,228354,506157,1047279,1027111,249816,2964000,0,0,
SPCX,1000000000,pinned_fork_costs,adaptive_width,1785196817000,1789154999000,17000,-999713039,-1166693759,403354,286961,1166980720,True,789650937,358751000,116393,358867393,1,1606,0,132855000,3957774000,3958199000,1000119,800731,39530044471,1640221,1477660,2442485000,0,0,capital_exhausted
SPCX,1000000000,pinned_fork_costs,adaptive_economic,1785196817000,1789154999000,17000,589214402,422233682,1589332378,1589214402,1166980720,True,1393758238,71401223,116393,71517616,1,319,0,3183924000,3957774000,3958199000,156802,128397,1046461,1024503,431945,2964000,0,0,
SPCX,1000000000,double_gas_half_fees,fixed_20,1785196817000,1789154999000,17000,-993610182,-1160488239,6622667,6389818,1166878057,True,265773631,416086150,232786,416318936,1,931,0,3370010000,3954820000,3958199000,1000049,178035,4485667450,369531,919052,3282807000,0,0,capital_exhausted
SPCX,1000000000,double_gas_half_fees,fixed_40,1785196817000,1789154999000,17000,-998835115,-1165713172,1397790,1164885,1166878057,True,297360612,337941300,232786,338174086,1,756,0,3112256000,3957584000,3958199000,1000064,949883,30911492964,1865670,630778,3059625000,0,0,capital_exhausted
SPCX,1000000000,double_gas_half_fees,fixed_80,1785196817000,1789154999000,17000,-911257498,-1078135555,89041330,88742502,1166878057,True,518831565,296859436,232786,297092222,1,664,0,40364000,3957774000,3958199000,914129,1089714,4385608,2201862,392763,2964000,0,0,
SPCX,1000000000,double_gas_half_fees,fixed_160,1785196817000,1789154999000,17000,-470173620,-637051677,530151827,529826380,1166878057,True,378266601,93236284,232786,93469070,1,208,0,12466000,3957774000,3958199000,479922,540630,1172818,1101773,232469,2964000,0,0,
SPCX,1000000000,double_gas_half_fees,adaptive_width,1785196817000,1789154999000,17000,-797178623,-964056680,203128632,202821377,1166878057,True,473169388,298199062,232786,298431848,1,667,0,43701000,3957774000,3958199000,800674,775905,2482368,1762920,1711587,2964000,0,0,
SPCX,1000000000,double_gas_half_fees,adaptive_economic,1785196817000,1789154999000,17000,97611456,-69266601,1097846104,1097611456,1166878057,True,200870590,24915358,232786,25148144,1,55,0,3650509000,3957774000,3958199000,65221,138358,1021917,986571,124649,2964000,0,0,
SPCX,1000000000,partial_mint_failure,fixed_20,1785196817000,1789154999000,17000,-236106111,-403086831,764240244,763893889,1166980720,True,2176676275,488064407,116393,488180800,378,1508,377,159603000,3088921000,3958199000,688525,768157,2073720,1219353,1733854,2964000,0,0,
SPCX,1000000000,partial_mint_failure,fixed_40,1785196817000,1789154999000,17000,133011641,-33969079,1133520734,1133011641,1166980720,True,1995389042,256861858,116393,256978251,199,794,198,65999000,3482135000,3958199000,390862,592209,1304034,1049133,929738,2964000,0,0,
SPCX,1000000000,partial_mint_failure,fixed_80,1785196817000,1789154999000,17000,13354843,-153625877,1013667518,1013354843,1166980720,True,1395359042,127448958,116393,127565351,99,394,98,29236000,3779663000,3958199000,262684,543483,1128316,1037029,475868,2964000,0,0,
SPCX,1000000000,partial_mint_failure,fixed_160,1785196817000,1789154999000,17000,90632941,-76347779,1090972740,1090632941,1166980720,True,952841541,46142102,116393,46258495,36,143,35,10623000,3898340000,3958199000,162430,495257,1041939,1007372,248083,2964000,0,0,
SPCX,1000000000,partial_mint_failure,adaptive_width,1785196817000,1789154999000,17000,-35731223,-202711943,964690071,964268777,1166980720,True,1631829538,283815296,116393,283931689,220,877,219,82528000,3447288000,3958199000,500602,613465,1385299,1057963,1823142,2964000,0,0,
SPCX,1000000000,partial_mint_failure,adaptive_economic,1785196817000,1789154999000,17000,497894829,330914109,1498011685,1497894829,1166980720,True,1073709792,55424276,116393,55540669,43,172,42,3064227000,3857681000,3958199000,99853,142732,1037365,992039,375463,2964000,0,0,
SPCX,250000000,pinned_fork_costs,fixed_20,1785196817000,1789154999000,17000,-249723572,-291409188,392860,276428,291685616,True,156734281,177008406,116393,177124799,1,792,0,3413056000,3954820000,3958199000,1000104,610476,10197889836,1111815,143131,3340275000,0,0,capital_exhausted
SPCX,250000000,pinned_fork_costs,fixed_40,1785196817000,1789154999000,17000,-249622834,-291308450,493559,377166,291685616,True,180995877,145527195,116393,145643588,1,651,0,48099000,3957584000,3958199000,1000117,263033,736324775,512105,207133,3134688000,0,0,capital_exhausted
SPCX,250000000,pinned_fork_costs,fixed_80,1785196817000,1789154999000,17000,-142220030,-183905646,107940410,107779970,291685616,True,420270696,149546073,116393,149662466,1,669,0,40565000,3957774000,3958199000,759791,1003649,3000729,2013669,114249,2964000,0,0,
SPCX,250000000,pinned_fork_costs,fixed_160,1785196817000,1789154999000,17000,-31394324,-73079940,218761417,218605676,291685616,True,249085716,46394871,116393,46511264,1,207,0,12293000,3957774000,3958199000,293481,560765,1207716,1140272,62945,2964000,0,0,
SPCX,250000000,pinned_fork_costs,adaptive_width,1785196817000,1789154999000,17000,-250195127,-291880743,-78734,-195127,291685616,True,129527647,152225325,116393,152341718,1,681,0,60802000,3955765000,3958199000,1000486,274205,1605629569,497734,381953,3221337000,0,0,capital_exhausted
SPCX,250000000,pinned_fork_costs,adaptive_economic,1785196817000,1789154999000,17000,60614710,18929094,310738811,310614710,291685616,True,273093692,68052158,116393,68168551,1,304,0,3578137000,3955765000,3958199000,300659,278006,1252095,1169168,129892,2964000,0,0,
SPCX,250000000,double_gas_half_fees,fixed_20,1785196817000,1789154999000,17000,-250283230,-291866183,-50444,-283230,291582953,True,41625448,180758516,232786,180991302,1,404,0,33341000,3954820000,3958199000,1000711,325038,588457525,652106,131681,3740987000,0,0,capital_exhausted
SPCX,250000000,double_gas_half_fees,fixed_40,1785196817000,1789154999000,17000,-249455592,-291038545,777219,544408,291582953,True,51879216,165129546,232786,165362332,1,369,0,3338497000,3957584000,3958199000,1000049,447219,10965558639,899776,71770,3310577000,0,0,capital_exhausted
SPCX,250000000,double_gas_half_fees,fixed_80,1785196817000,1789154999000,17000,-249027743,-290610696,1205092,972257,291582953,True,64294192,137890484,232786,138123270,1,308,0,3060242000,3957774000,3958199000,1000034,317873,39571058283,618520,99479,3041933000,0,0,capital_exhausted
SPCX,250000000,double_gas_half_fees,fixed_160,1785196817000,1789154999000,17000,-181570770,-223153723,68685958,68429230,291582953,True,98968850,92789742,232786,93022528,1,207,0,12293000,3957774000,3958199000,728946,811002,2341728,1657241,58454,2964000,0,0,
SPCX,250000000,double_gas_half_fees,adaptive_width,1785196817000,1789154999000,17000,-250245143,-291828096,-12357,-245143,291582953,True,49622934,144588614,232786,144821400,1,323,0,24914000,3957774000,3958199000,1000635,166218,199799409,325126,94515,3122694000,0,0,capital_exhausted
SPCX,250000000,double_gas_half_fees,adaptive_economic,1785196817000,1789154999000,17000,12812103,-28770850,263048432,262812103,291582953,True,12407592,355548,232786,588334,1,0,0,3719087000,3957774000,3958199000,65262,138022,1001338,961751,13483,2964000,0,0,
SPCX,250000000,partial_mint_failure,fixed_20,1785196817000,1789154999000,17000,-250195939,-291881555,-79546,-195939,291685616,True,185193321,213308014,116393,213424407,165,660,164,81447000,3515788000,3958199000,1000493,1467924,729482457,2381098,475368,2650434000,0,0,capital_exhausted
SPCX,250000000,partial_mint_failure,fixed_40,1785196817000,1789154999000,17000,-95894833,-137580449,154336192,154105167,291685616,True,593052458,255567729,116393,255684122,198,790,197,65163000,3479754000,3958199000,802605,1262764,4820937,2265048,247194,2964000,0,0,
SPCX,250000000,partial_mint_failure,fixed_80,1785196817000,1789154999000,17000,-53436456,-95122072,196734751,196563544,291685616,True,390812952,123566571,116393,123682964,96,382,95,29065000,3764783000,3958199000,430400,717180,1648978,1355930,123337,2964000,0,0,
SPCX,250000000,partial_mint_failure,fixed_160,1785196817000,1789154999000,17000,-6837810,-48523426,243335114,243162190,291685616,True,241583819,46142102,116393,46258495,36,143,35,10522000,3881024000,3958199000,214025,579127,1189398,1101555,62529,2964000,0,0,
SPCX,250000000,partial_mint_failure,adaptive_width,1785196817000,1789154999000,17000,-248885696,-290571312,1230801,1114304,291685616,True,189846341,207461685,116393,207578078,161,641,160,2167404000,3504499000,3958199000,1000013,1105768,4847757054,1531884,469714,2097346000,0,0,capital_exhausted
SPCX,250000000,partial_mint_failure,adaptive_economic,1785196817000,1789154999000,17000,74587714,32902098,324710386,324587714,291685616,True,165077909,27577754,116393,27694147,22,85,21,3585772000,3878877000,3958199000,126586,242329,1091221,1022538,112020,2964000,0,0,
SPY,5000000000,pinned_fork_costs,fixed_20,1786568868000,1789154978000,1372068000,496205315,525831361,5498674576,5496205315,4970373954,True,1177678024,31852867,118277,31971144,1,134,0,44084000,2044143000,3958178000,28422,375029,1005399,791159,24758647542,577853000,2,0,
SPY,5000000000,pinned_fork_costs,fixed_40,1786568868000,1789154978000,1372068000,422672160,452298206,5424272968,5422672160,4970373954,True,723687013,8225567,118277,8343844,1,34,0,12981000,2044143000,3958178000,13507,382070,1000802,787752,12379358064,577853000,2,0,
SPY,5000000000,pinned_fork_costs,fixed_80,1786568868000,1789154978000,1372068000,229545844,259171890,5230957697,5229545844,4970373954,True,397963767,2791288,118277,2909565,1,11,0,2568000,1991209000,3958178000,8757,327641,999426,765757,1456199,577853000,2,0,
SPY,5000000000,pinned_fork_costs,fixed_160,1786568868000,1789154978000,1372068000,157880105,187506151,5159443478,5157880105,4970373954,True,207747223,664831,118277,783108,1,2,0,154000,1882272000,3958178000,10852,265608,996806,721439,380709,577853000,2,0,
SPY,5000000000,pinned_fork_costs,adaptive_width,1786568868000,1789154978000,1372068000,546513979,576140025,5549001927,5546513979,4970373954,True,932064909,16495122,118277,16613399,1,69,0,36548000,1846504000,3958178000,14007,323006,1002553,712245,1730699,577853000,2,0,
SPY,5000000000,pinned_fork_costs,adaptive_economic,1786568868000,1789154978000,1372068000,198502406,228128452,5198626403,5198502406,4970373954,True,245789761,1137377,118277,1255654,1,4,0,1181942000,1846504000,3958178000,6038,106159,999267,708834,1455634,577853000,2,0,
SPY,5000000000,double_gas_half_fees,fixed_20,1786568868000,1789154978000,1372068000,-124849454,-95112197,4877430839,4875150546,4970262743,True,563292693,63705734,236554,63942288,1,134,0,44084000,2044143000,3958178000,48616,376393,1012570,794918,24758647542,577853000,2,0,
SPY,5000000000,double_gas_half_fees,fixed_40,1786568868000,1789154978000,1372068000,49140544,78877801,5050741979,5049140544,4970262743,True,351563221,16451134,236554,16687688,1,34,0,12981000,2044143000,3958178000,19381,382317,1002502,790107,12379358064,577853000,2,0,
SPY,5000000000,double_gas_half_fees,fixed_80,1786568868000,1789154978000,1372068000,26686512,56423769,5028158722,5026686512,4970262743,True,195899751,5582576,236554,5819130,1,11,0,2568000,1991209000,3958178000,12068,327564,1000201,768178,1456199,577853000,2,0,
SPY,5000000000,double_gas_half_fees,fixed_160,1786568868000,1789154978000,1372068000,52800736,82537993,5054446166,5052800736,4970262743,True,103248591,1329662,236554,1566216,1,2,0,154000,1882272000,3958178000,14058,265135,998525,724713,380709,577853000,2,0,
SPY,5000000000,double_gas_half_fees,adaptive_width,1786568868000,1789154978000,1372068000,30674355,60411612,5032430024,5030674355,4970262743,True,212606653,12670766,236554,12907320,1,26,0,20028000,1846504000,3958178000,16306,297103,1001832,713058,1723854,577853000,2,0,
SPY,5000000000,double_gas_half_fees,adaptive_economic,1786568868000,1789154978000,1372068000,74330218,104067475,5074569578,5074330218,4970262743,True,122186890,2274754,236554,2511308,1,4,0,1181942000,1846504000,3958178000,6188,105375,999900,711513,1455634,577853000,2,0,
SPY,5000000000,partial_mint_failure,fixed_20,1786568868000,1789154978000,1372068000,491144671,520770717,5492543596,5491144671,4970373954,True,1133393532,34533535,118277,34651812,26,100,25,42045000,2002983000,3958178000,24208,351706,1005944,775547,24758647542,577853000,2,0,
SPY,5000000000,partial_mint_failure,fixed_40,1786568868000,1789154978000,1372068000,410609418,440235464,5411733091,5410609418,4970373954,True,722748423,9807835,118277,9926112,8,28,7,12555000,2037217000,3958178000,13507,406207,1001303,786041,12379358064,577853000,2,0,
SPY,5000000000,partial_mint_failure,fixed_80,1786568868000,1789154978000,1372068000,228520904,258146950,5230416372,5228520904,4970373954,True,397156288,3175858,118277,3294135,3,9,2,2607000,1989617000,3958178000,8752,331010,999426,765160,1456199,577853000,2,0,
SPY,5000000000,partial_mint_failure,fixed_160,1786568868000,1789154978000,1372068000,157880105,187506151,5159443478,5157880105,4970373954,True,207747223,664831,118277,783108,1,2,0,154000,1882272000,3958178000,10852,265608,996806,721439,380709,577853000,2,0,
SPY,5000000000,partial_mint_failure,adaptive_width,1786568868000,1789154978000,1372068000,188193114,217819160,5190369756,5188193114,4970373954,True,232334946,1565935,118277,1684212,2,4,1,4237000,1844856000,3958178000,11315,329577,1000048,701618,1730699,577853000,2,0,
SPY,5000000000,partial_mint_failure,adaptive_economic,1786568868000,1789154978000,1372068000,198502406,228128452,5198626403,5198502406,4970373954,True,245789761,1137377,118277,1255654,1,4,0,1181942000,1846504000,3958178000,6038,106159,999267,708834,1455634,577853000,2,0,
SPY,1000000000,pinned_fork_costs,fixed_20,1786568868000,1789154978000,1372068000,180759549,186479810,1181290644,1180759549,994279739,True,340534027,31852867,118277,31971144,1,134,0,44084000,2044143000,3958178000,12906,379493,1025963,799986,4951729254,577853000,2,0,
SPY,1000000000,pinned_fork_costs,fixed_40,1786568868000,1789154978000,1372068000,120552675,126272936,1120932602,1120552675,994279739,True,183590616,8225567,118277,8343844,1,34,0,12981000,2044143000,3958178000,10462,383287,1005726,789553,2475867379,577853000,2,0,
SPY,1000000000,pinned_fork_costs,fixed_80,1786568868000,1789154978000,1372068000,74122159,79842420,1074328088,1074122159,994279739,True,95366077,1846196,118277,1964473,1,7,0,313000,2038192000,3958178000,10352,427034,999988,781035,660011,577853000,2,0,
SPY,1000000000,pinned_fork_costs,fixed_160,1786568868000,1789154978000,1372068000,45013808,50734069,1045450542,1045013808,994279739,True,48006904,192285,118277,310562,1,0,0,1000,2038192000,3958178000,9223,363402,899115,769859,330600,577853000,2,0,
SPY,1000000000,pinned_fork_costs,adaptive_width,1786568868000,1789154978000,1372068000,38812722,44532983,1039160769,1038812722,994279739,True,52772393,1609923,118277,1728200,1,6,0,881000,1986531000,3958178000,11697,429512,999786,753527,145952,577853000,2,0,
SPY,1000000000,pinned_fork_costs,adaptive_economic,1786568868000,1789154978000,1372068000,40011969,45732230,1040517320,1040011969,994279739,True,45171490,192285,118277,310562,1,0,0,18579000,1986531000,3958178000,12077,448237,979219,751802,145952,577853000,2,0,
SPY,1000000000,double_gas_half_fees,fixed_20,1786568868000,1789154978000,1372068000,-25716777,-19885305,974869711,974283223,994168528,True,158271907,63705734,236554,63942288,1,134,0,44084000,2044143000,3958178000,45858,386629,1063635,816125,4951729254,577853000,2,0,
SPY,1000000000,double_gas_half_fees,fixed_40,1786568868000,1789154978000,1372068000,18534134,24365606,1019009659,1018534134,994168528,True,88181185,16451134,236554,16687688,1,34,0,12981000,2044143000,3958178000,13781,384878,1013985,795117,2475867379,577853000,2,0,
SPY,1000000000,double_gas_half_fees,fixed_80,1786568868000,1789154978000,1372068000,24061530,29893002,1024381357,1024061530,994168528,True,46815933,3692392,236554,3928946,1,7,0,313000,2038192000,3958178000,14278,427455,1002392,785443,660011,577853000,2,0,
SPY,1000000000,double_gas_half_fees,fixed_160,1786568868000,1789154978000,1372068000,20706484,26537956,1021254805,1020706484,994168528,True,24003452,384570,236554,621124,1,0,0,1000,2038192000,3958178000,10975,363115,908461,779068,330600,577853000,2,0,
SPY,1000000000,double_gas_half_fees,adaptive_width,1786568868000,1789154978000,1372068000,19732405,25563877,1020181087,1019732405,994168528,True,88213153,20231502,236554,20468056,1,42,0,37069000,1991209000,3958178000,13207,413267,1019144,773175,291413,577853000,2,0,
SPY,1000000000,double_gas_half_fees,adaptive_economic,1786568868000,1789154978000,1372068000,30104816,35936288,1030807336,1030104816,994168528,True,35636342,384570,236554,621124,1,0,0,288134000,1991209000,3958178000,14158,454064,999822,756695,291413,577853000,2,0,
SPY,1000000000,partial_mint_failure,fixed_20,1786568868000,1789154978000,1372068000,170506407,176226668,1170866414,1170506407,994279739,True,325689459,34533535,118277,34651812,26,100,25,42045000,2000740000,3958178000,12906,357007,1028764,784421,4951729254,577853000,2,0,
SPY,1000000000,partial_mint_failure,fixed_40,1786568868000,1789154978000,1372068000,115707990,121428251,1116011186,1115707990,994279739,True,183224182,9807835,118277,9926112,8,28,7,12555000,2037217000,3958178000,10462,407646,1007650,788225,2475867379,577853000,2,0,
SPY,1000000000,partial_mint_failure,fixed_80,1786568868000,1789154978000,1372068000,73858090,79578351,1074064013,1073858090,994279739,True,95300543,2038481,118277,2156758,2,6,1,313000,2037181000,3958178000,10353,427050,1000168,780703,660011,577853000,2,0,
SPY,1000000000,partial_mint_failure,fixed_160,1786568868000,1789154978000,1372068000,45013808,50734069,1045450542,1045013808,994279739,True,48006904,192285,118277,310562,1,0,0,1000,2038192000,3958178000,9223,363402,899115,769859,330600,577853000,2,0,
SPY,1000000000,partial_mint_failure,adaptive_width,1786568868000,1789154978000,1372068000,38532849,44253110,1038880876,1038532849,994279739,True,52712773,1802208,118277,1920485,2,5,1,881000,1984309000,3958178000,11697,429488,999786,752670,145952,577853000,2,0,
SPY,1000000000,partial_mint_failure,adaptive_economic,1786568868000,1789154978000,1372068000,40011969,45732230,1040517320,1040011969,994279739,True,45171490,192285,118277,310562,1,0,0,18579000,1986531000,3958178000,12077,448237,979219,751802,145952,577853000,2,0,
