symbol,budgetQuote,scenario,name,fromAt,toAt,preBenchmarkCashWaitMs,netPnlQuote,alphaQuote,markedNavQuote,terminalCashQuote,holdTerminalCashQuote,terminalExecutable,feesQuote,gasPaidQuote,terminalExitCostQuote,totalGasWithExitQuote,entries,recenters,partialFailures,outsideMs,holdingMs,fullWindowMs,drawdownPpm,averageRiskyExposurePpm,maximumRiskyExposurePpm,averageDeploymentPpm,maximumLiquidityToExistingPpm,sourceGapMs,emptyLiquidityMarks,emptyBoundaryMarks,invalid
SPY,250000000,pinned_fork_costs,fixed_20,1786568868000,1789154978000,1372068000,33659050,35158737,283879200,283659050,248500313,True,97514558,31852867,118277,31971144,1,134,0,44084000,2044143000,3958178000,16472,396959,1109297,836430,1237933838,577853000,2,0,
SPY,250000000,pinned_fork_costs,fixed_40,1786568868000,1789154978000,1372068000,27948554,29448241,278130876,277948554,248500313,True,49630865,8225567,118277,8343844,1,34,0,12981000,2044143000,3958178000,11482,387806,1025533,798758,618967225,577853000,2,0,
SPY,250000000,pinned_fork_costs,fixed_80,1786568868000,1789154978000,1372068000,18280733,19780420,268420750,268280733,248500313,True,24891336,1846196,118277,1964473,1,7,0,313000,2038192000,3958178000,11630,428022,1004493,782001,165086,577853000,2,0,
SPY,250000000,pinned_fork_costs,fixed_160,1786568868000,1789154978000,1372068000,11478079,12977766,261672768,261478079,248500313,True,12285277,192285,118277,310562,1,0,0,1000,2038192000,3958178000,9219,363636,899191,769620,82706,577853000,2,0,
SPY,250000000,pinned_fork_costs,adaptive_width,1786568868000,1789154978000,1372068000,8737447,10237134,258911454,258737447,248500313,True,13424164,1609923,118277,1728200,1,6,0,881000,1986531000,3958178000,12977,429784,1001700,753732,36501,577853000,2,0,
SPY,250000000,pinned_fork_costs,adaptive_economic,1786568868000,1789154978000,1372068000,10035426,11535113,260245745,260035426,248500313,True,11465447,192285,118277,310562,1,0,0,18579000,1986531000,3958178000,12072,448465,979458,751868,36501,577853000,2,0,
SPY,250000000,double_gas_half_fees,fixed_20,1786568868000,1789154978000,1372068000,-48798390,-47187492,201523498,201201610,248389102,True,44726611,63705734,236554,63942288,1,134,0,44084000,2044143000,3958178000,195326,431998,1307308,910981,1237933838,577853000,2,0,
SPY,250000000,double_gas_half_fees,fixed_40,1786568868000,1789154978000,1372068000,-5817285,-4206387,244477554,244182715,248389102,True,23737813,16451134,236554,16687688,1,34,0,12981000,2044143000,3958178000,25936,394797,1060683,815842,618967225,577853000,2,0,
SPY,250000000,double_gas_half_fees,fixed_80,1786568868000,1789154978000,1372068000,3752588,5363486,254009769,253752588,248389102,True,12209433,3692392,236554,3928946,1,7,0,313000,2038192000,3958178000,17096,429514,1011931,788617,165086,577853000,2,0,
SPY,250000000,double_gas_half_fees,fixed_160,1786568868000,1789154978000,1372068000,5026456,6637354,255337845,255026456,248389102,True,6142638,384570,236554,621124,1,0,0,1000,2038192000,3958178000,10981,363545,909274,779611,82706,577853000,2,0,
SPY,250000000,double_gas_half_fees,adaptive_width,1786568868000,1789154978000,1372068000,-620931,989967,249665776,249379069,248389102,True,6519831,3692392,236554,3928946,1,7,0,3157000,1991209000,3958178000,23723,415402,1012647,763349,36507,577853000,2,0,
SPY,250000000,double_gas_half_fees,adaptive_economic,1786568868000,1789154978000,1372068000,4119910,5730808,254443049,254119910,248389102,True,5762484,384570,236554,621124,1,0,0,422000,1991209000,3958178000,13078,426720,990479,762544,36507,577853000,2,0,
SPY,250000000,partial_mint_failure,fixed_20,1786568868000,1789154978000,1372068000,28231292,29730979,278410312,278231292,248500313,True,93005086,34533535,118277,34651812,26,100,25,42045000,2000740000,3958178000,15932,375575,1122324,824757,1237933838,577853000,2,0,
SPY,250000000,partial_mint_failure,fixed_40,1786568868000,1789154978000,1372068000,25469563,26969250,275633541,275469563,248500313,True,49524081,9807835,118277,9926112,8,28,7,12555000,2037217000,3958178000,11482,413172,1032118,798631,618967225,577853000,2,0,
SPY,250000000,partial_mint_failure,fixed_80,1786568868000,1789154978000,1372068000,18069844,19569531,268209859,268069844,248500313,True,24874621,2038481,118277,2156758,2,6,1,313000,2037181000,3958178000,11639,428131,1005218,781813,165086,577853000,2,0,
SPY,250000000,partial_mint_failure,fixed_160,1786568868000,1789154978000,1372068000,11478079,12977766,261672768,261478079,248500313,True,12285277,192285,118277,310562,1,0,0,1000,2038192000,3958178000,9219,363636,899191,769620,82706,577853000,2,0,
SPY,250000000,partial_mint_failure,adaptive_width,1786568868000,1789154978000,1372068000,8523261,10022948,258697263,258523261,248500313,True,13408850,1802208,118277,1920485,2,5,1,881000,1984309000,3958178000,12977,429775,1001700,752880,36501,577853000,2,0,
SPY,250000000,partial_mint_failure,adaptive_economic,1786568868000,1789154978000,1372068000,10035426,11535113,260245745,260035426,248500313,True,11465447,192285,118277,310562,1,0,0,18579000,1986531000,3958178000,12072,448465,979458,751868,36501,577853000,2,0,
TSLA,5000000000,pinned_fork_costs,fixed_20,1788544653000,1789154999000,3347853000,,,4611733391,,5065651518,False,1088596604,61708006,129961,61837967,1,246,0,35221000,610089000,3958199000,999870,525989,1013274,1002149,6536923,0,1,1,
TSLA,5000000000,pinned_fork_costs,fixed_40,1788544653000,1789154999000,3347853000,,,5073962664,,5065651518,False,815155896,19457499,129961,19587460,1,77,0,8064000,610089000,3958199000,999904,507116,1003724,992640,38669393,0,1,1,
TSLA,5000000000,pinned_fork_costs,fixed_80,1788544653000,1789154999000,3347853000,185582206,119930688,5194271492,5185582206,5065651518,True,511723894,5707334,129961,5837295,1,22,0,2832000,610089000,3958199000,999946,498717,1000998,993906,43671357,0,1,1,
TSLA,5000000000,pinned_fork_costs,fixed_160,1788544653000,1789154999000,3347853000,266721715,201070197,5277775677,5266721715,5065651518,True,287432479,1207280,129961,1337241,1,4,0,7027000,610161000,3958199000,999979,491623,994176,989053,21873774,0,1,1,
TSLA,5000000000,pinned_fork_costs,adaptive_width,1788544653000,1789154999000,3347853000,100871738,35220220,5109298792,5100871738,5065651518,True,265999893,3207304,129961,3337265,1,12,0,7312000,586639000,3958199000,22451,366593,1000093,951263,2098543,0,1,1,
TSLA,5000000000,pinned_fork_costs,adaptive_economic,1788544653000,1789154999000,3347853000,153321755,87670237,5153492156,5153321755,5065651518,True,135868134,207268,129961,337229,1,0,0,279675000,586639000,3958199000,4265,155860,586329,940661,389176,0,1,1,
TSLA,5000000000,double_gas_half_fees,fixed_20,1788544653000,1789154999000,3347853000,,,4108749495,,5065528608,False,530401896,123416012,259922,123675934,1,246,0,35221000,610089000,3958199000,999997,528729,1029866,1008079,6015740,0,1,1,
TSLA,5000000000,double_gas_half_fees,fixed_40,1788544653000,1789154999000,3347853000,1658543,-63870065,5001918644,5001658543,5065528608,True,697580,414536,259922,674458,1,0,0,609937000,610089000,3958199000,1000014,119,499039,249,1259282,609937000,1,1,capital_exhausted
TSLA,5000000000,double_gas_half_fees,fixed_80,1788544653000,1789154999000,3347853000,5152351,-60376257,5005412397,5005152351,5065528608,True,484176,414536,259922,674458,1,0,0,609937000,610089000,3958199000,1000035,121,499540,249,630106,609937000,1,1,capital_exhausted
TSLA,5000000000,double_gas_half_fees,fixed_160,1788544653000,1789154999000,3347853000,13762140,-51766468,5014022144,5013762140,5065528608,True,321334,414536,259922,674458,1,0,0,609937000,610161000,3958199000,1000051,181,499791,367,315602,609937000,1,1,capital_exhausted
TSLA,5000000000,double_gas_half_fees,adaptive_width,1788544653000,1789154999000,3347853000,32989756,-32538852,5049905284,5032989756,5065528608,True,125652688,4414584,259922,4674506,1,8,0,4664000,586639000,3958199000,22738,371732,1000257,956098,2071191,0,1,1,
TSLA,5000000000,double_gas_half_fees,adaptive_economic,1788544653000,1789154999000,3347853000,85072248,19543640,5085350821,5085072248,5065528608,True,67934067,414536,259922,674458,1,0,0,279675000,586639000,3958199000,4430,151993,587465,950845,389176,0,1,1,
TSLA,5000000000,partial_mint_failure,fixed_20,1788544653000,1789154999000,3347853000,,,4899272041,,5065651518,False,966633632,55834025,129961,55963986,39,153,38,30199000,558813000,3958199000,999870,528375,1011160,917313,6604939,0,1,1,
TSLA,5000000000,partial_mint_failure,fixed_40,1788544653000,1789154999000,3347853000,,,5158042210,,5065651518,False,789696365,19401950,129961,19531911,14,53,13,6960000,590188000,3958199000,999904,499109,1003611,959866,38669393,0,1,1,
TSLA,5000000000,partial_mint_failure,fixed_80,1788544653000,1789154999000,3347853000,220105256,154453738,5236888329,5220105256,5065651518,True,503080193,6036400,129961,6166361,5,16,4,2973000,604074000,3958199000,999946,509062,1001013,984077,43671357,0,1,1,
TSLA,5000000000,partial_mint_failure,fixed_160,1788544653000,1789154999000,3347853000,266721715,201070197,5277775677,5266721715,5065651518,True,287432479,1207280,129961,1337241,1,4,0,7027000,610161000,3958199000,999979,491623,994176,989053,21873774,0,1,1,
TSLA,5000000000,partial_mint_failure,adaptive_width,1788544653000,1789154999000,3347853000,185866367,120214849,5195435875,5185866367,5065651518,True,269873690,3121834,129961,3251795,3,8,2,6458000,585123000,3958199000,22222,368458,1000206,949091,2098543,0,1,1,
TSLA,5000000000,partial_mint_failure,adaptive_economic,1788544653000,1789154999000,3347853000,153321755,87670237,5153492156,5153321755,5065651518,True,135868134,207268,129961,337229,1,0,0,279675000,586639000,3958199000,4265,155860,586329,940661,389176,0,1,1,
TSLA,1000000000,pinned_fork_costs,fixed_20,1788544653000,1789154999000,3347853000,26496695,11008874,1028100850,1026496695,1015487821,True,388579924,63458027,129961,63587988,1,253,0,29094000,610089000,3958199000,999806,529113,1061431,1018940,15846893,0,1,1,
TSLA,1000000000,pinned_fork_costs,fixed_40,1788544653000,1789154999000,3347853000,89967048,74479227,1091938365,1089967048,1015487821,True,243210779,19457499,129961,19587460,1,77,0,8064000,610089000,3958199000,999960,509460,1017431,994915,7741362,0,1,1,
TSLA,1000000000,pinned_fork_costs,fixed_80,1788544653000,1789154999000,3347853000,1490768,-13997053,1001620801,1001490768,1015487821,True,282197,207268,129961,337229,1,0,0,609937000,610089000,3958199000,1000069,121,499603,249,126081,609937000,1,1,capital_exhausted
TSLA,1000000000,pinned_fork_costs,fixed_160,1788544653000,1789154999000,3347853000,3314210,-12173611,1003444213,1003314210,1015487821,True,160764,207268,129961,337229,1,0,0,609937000,610161000,3958199000,1000129,181,499854,367,63162,609937000,1,1,capital_exhausted
TSLA,1000000000,pinned_fork_costs,adaptive_width,1788544653000,1789154999000,3347853000,117785388,102297567,1118800252,1117785388,1015487821,True,230426778,17957481,129961,18087442,1,71,0,5879000,585876000,3958199000,31035,491923,1015715,965956,770613,0,1,1,
TSLA,1000000000,pinned_fork_costs,adaptive_economic,1788544653000,1789154999000,3347853000,21898298,6410477,1022033942,1021898298,1015487821,True,21952853,207268,129961,337229,1,0,0,558155000,585876000,3958199000,2655,28516,997201,941938,393102,0,1,1,
TSLA,1000000000,double_gas_half_fees,fixed_20,1788544653000,1789154999000,3347853000,-105323,-15470234,1000154704,999894677,1015364911,True,409766,414536,259922,674458,1,0,0,609937000,610089000,3958199000,1000214,114,498201,249,503628,609937000,1,1,capital_exhausted
TSLA,1000000000,double_gas_half_fees,fixed_40,1788544653000,1789154999000,3347853000,168212,-15196699,1000428199,1000168212,1015364911,True,252662,414536,259922,674458,1,0,0,609937000,610089000,3958199000,1000291,119,499205,249,251922,609937000,1,1,capital_exhausted
TSLA,1000000000,double_gas_half_fees,fixed_80,1788544653000,1789154999000,3347853000,1012476,-14352435,1001272435,1001012476,1015364911,True,141098,414536,259922,674458,1,0,0,609937000,610089000,3958199000,1000345,121,499706,249,126081,609937000,1,1,capital_exhausted
TSLA,1000000000,double_gas_half_fees,fixed_160,1788544653000,1789154999000,3347853000,2896619,-12468292,1003156562,1002896619,1015364911,True,80381,414536,259922,674458,1,0,0,609937000,610161000,3958199000,1000375,181,499957,367,63162,609937000,1,1,capital_exhausted
TSLA,1000000000,double_gas_half_fees,adaptive_width,1788544653000,1789154999000,3347853000,-2125984,-17490895,998795863,997874016,1015364911,True,29647057,5414596,259922,5674518,1,10,0,1002000,587411000,3958199000,38177,368444,1004821,958751,309374,0,1,1,
TSLA,1000000000,double_gas_half_fees,adaptive_economic,1788544653000,1789154999000,3347853000,17550309,2185398,1017813912,1017550309,1015364911,True,14364386,414536,259922,674458,1,0,0,279769000,587411000,3958199000,4074,137328,594362,951808,77897,0,1,1,
TSLA,1000000000,partial_mint_failure,fixed_20,1788544653000,1789154999000,3347853000,100546417,85058596,1102291663,1100546417,1015487821,True,333558303,49297619,129961,49427580,34,136,33,19629000,555141000,3958199000,999806,521861,1044427,924390,15868142,0,1,1,
TSLA,1000000000,partial_mint_failure,fixed_40,1788544653000,1789154999000,3347853000,103203388,87715567,1104786051,1103203388,1015487821,True,227230202,17944667,129961,18074628,13,49,12,6740000,583874000,3958199000,999960,494651,1015748,951545,7741362,0,1,1,
TSLA,1000000000,partial_mint_failure,fixed_80,1788544653000,1789154999000,3347853000,1490768,-13997053,1001620801,1001490768,1015487821,True,282197,207268,129961,337229,1,0,0,609937000,610089000,3958199000,1000069,121,499603,249,126081,609937000,1,1,capital_exhausted
TSLA,1000000000,partial_mint_failure,fixed_160,1788544653000,1789154999000,3347853000,3314210,-12173611,1003444213,1003314210,1015487821,True,160764,207268,129961,337229,1,0,0,609937000,610161000,3958199000,1000129,181,499854,367,63162,609937000,1,1,capital_exhausted
TSLA,1000000000,partial_mint_failure,adaptive_width,1788544653000,1789154999000,3347853000,103136456,87648635,1103911859,1103136456,1015487821,True,181913344,13322815,129961,13452776,10,36,9,3768000,573491000,3958199000,27603,493861,1011504,943110,748568,0,1,1,
TSLA,1000000000,partial_mint_failure,adaptive_economic,1788544653000,1789154999000,3347853000,21898298,6410477,1022033942,1021898298,1015487821,True,21952853,207268,129961,337229,1,0,0,558155000,585876000,3958199000,2655,28516,997201,941938,393102,0,1,1,
TSLA,250000000,pinned_fork_costs,fixed_20,1788544653000,1789154999000,3347853000,-8843,-3904388,250121188,249991157,253895545,True,275222,207268,129961,337229,1,0,0,609937000,610089000,3958199000,1000293,114,498408,249,125913,609937000,1,1,capital_exhausted
TSLA,250000000,pinned_fork_costs,fixed_40,1788544653000,1789154999000,3347853000,-13273,-3908818,250116727,249986727,253895545,True,150288,207268,129961,337229,1,0,0,609937000,610089000,3958199000,1000538,119,499412,249,62987,609937000,1,1,capital_exhausted
TSLA,250000000,pinned_fork_costs,fixed_80,1788544653000,1789154999000,3347853000,162820,-3732725,250292801,250162820,253895545,True,78253,207268,129961,337229,1,0,0,609937000,610089000,3958199000,1000679,121,499914,249,31524,609937000,1,1,capital_exhausted
TSLA,250000000,pinned_fork_costs,fixed_160,1788544653000,1789154999000,3347853000,618897,-3276648,250748869,250618897,253895545,True,42932,207268,129961,337229,1,0,0,609937000,610161000,3958199000,1000748,181,500165,367,15793,609937000,1,1,capital_exhausted
TSLA,250000000,pinned_fork_costs,adaptive_width,1788544653000,1789154999000,3347853000,21116950,17221405,271365591,271116950,253895545,True,62788287,17957481,129961,18087442,1,71,0,6286000,585989000,3958199000,43304,522922,1064775,994672,534176,0,1,1,
TSLA,250000000,pinned_fork_costs,adaptive_economic,1788544653000,1789154999000,3347853000,5768674,1873129,255900164,255768674,253895545,True,6030749,207268,129961,337229,1,0,0,558155000,585989000,3958199000,2630,29482,997481,940962,98277,0,1,1,
TSLA,250000000,double_gas_half_fees,fixed_20,1788544653000,1789154999000,3347853000,-483649,-4256284,249776308,249516351,253772635,True,137610,414536,259922,674458,1,0,0,609937000,610089000,3958199000,1001390,114,498822,249,125913,609937000,1,1,capital_exhausted
TSLA,250000000,double_gas_half_fees,fixed_40,1788544653000,1789154999000,3347853000,-425627,-4198262,249834314,249574373,253772635,True,75143,414536,259922,674458,1,0,0,609937000,610089000,3958199000,1001512,119,499827,249,62987,609937000,1,1,capital_exhausted
TSLA,250000000,double_gas_half_fees,fixed_80,1788544653000,1789154999000,3347853000,-213526,-3986161,250046407,249786474,253772635,True,39126,414536,259922,674458,1,0,0,609937000,610089000,3958199000,1001583,122,500329,249,31524,609937000,1,1,capital_exhausted
TSLA,250000000,double_gas_half_fees,fixed_160,1788544653000,1789154999000,3347853000,260207,-3512428,250520135,250260207,253772635,True,21465,414536,259922,674458,1,0,0,609937000,610161000,3958199000,1001617,181,500580,367,15793,609937000,1,1,capital_exhausted
TSLA,250000000,double_gas_half_fees,adaptive_width,1788544653000,1789154999000,3347853000,116498,-3656137,250450216,250116498,253772635,True,7864672,3914578,259922,4174500,1,7,0,1010000,586380000,3958199000,32274,390315,1011618,960922,261432,0,1,1,
TSLA,250000000,double_gas_half_fees,adaptive_economic,1788544653000,1789154999000,3347853000,3943049,170414,254203890,253943049,253772635,True,3635459,414536,259922,674458,1,0,0,279094000,586380000,3958199000,4770,167858,619091,951214,19456,0,1,1,
TSLA,250000000,partial_mint_failure,fixed_20,1788544653000,1789154999000,3347853000,-8843,-3904388,250121188,249991157,253895545,True,275222,207268,129961,337229,1,0,0,609937000,610089000,3958199000,1000293,114,498408,249,125913,609937000,1,1,capital_exhausted
TSLA,250000000,partial_mint_failure,fixed_40,1788544653000,1789154999000,3347853000,-13273,-3908818,250116727,249986727,253895545,True,150288,207268,129961,337229,1,0,0,609937000,610089000,3958199000,1000538,119,499412,249,62987,609937000,1,1,capital_exhausted
TSLA,250000000,partial_mint_failure,fixed_80,1788544653000,1789154999000,3347853000,162820,-3732725,250292801,250162820,253895545,True,78253,207268,129961,337229,1,0,0,609937000,610089000,3958199000,1000679,121,499914,249,31524,609937000,1,1,capital_exhausted
TSLA,250000000,partial_mint_failure,fixed_160,1788544653000,1789154999000,3347853000,618897,-3276648,250748869,250618897,253895545,True,42932,207268,129961,337229,1,0,0,609937000,610161000,3958199000,1000748,181,500165,367,15793,609937000,1,1,capital_exhausted
TSLA,250000000,partial_mint_failure,adaptive_width,1788544653000,1789154999000,3347853000,23965875,20070330,274198553,273965875,253895545,True,57704660,16237381,129961,16367342,12,44,11,6310000,571539000,3958199000,41874,542435,1052503,965186,532978,0,1,1,
TSLA,250000000,partial_mint_failure,adaptive_economic,1788544653000,1789154999000,3347853000,5768674,1873129,255900164,255768674,253895545,True,6030749,207268,129961,337229,1,0,0,558155000,585989000,3958199000,2630,29482,997481,940962,98277,0,1,1,
