symbol,budgetQuote,name,scenario,actions,availabilityBlockAnchored,terminalQuotesIndependentlyRecomputed,markedNavVerified,feeTokenTotalsVerified,gasVerified,weeklyAndRegimeNavVerified,invalidAt,capacityTimeMetricsIncludePostInvalidMarks,inRangeMs,above10PercentExistingMs,above100PercentExistingMs,feesQuote,modeledFeesAbove10PercentExistingQuote,modeledFeesAbove100PercentExistingQuote
GOOGL,1000000000,adaptive_width,double_gas_half_fees,49,True,True,True,True,True,True,,False,1584313000,300512000,11898000,134154243,18539709,925456
GOOGL,1000000000,adaptive_economic,double_gas_half_fees,9,True,True,True,True,True,True,,False,601036000,416067000,30832000,63385199,34420267,197066
GOOGL,1000000000,fixed_20,partial_mint_failure,604,True,True,True,True,True,True,,False,2529351000,1627040000,1004386000,853400352,298529200,46262308
GOOGL,1000000000,fixed_40,partial_mint_failure,225,True,True,True,True,True,True,,False,2880472000,1906927000,881020000,643306752,282531707,29912870
GOOGL,1000000000,fixed_80,partial_mint_failure,61,True,True,True,True,True,True,,False,3064893000,2004511000,746477000,394301233,159242884,19599915
GOOGL,1000000000,fixed_160,partial_mint_failure,16,True,True,True,True,True,True,,False,2763623000,1429173000,138739000,196463653,32731430,1726632
GOOGL,1000000000,adaptive_width,partial_mint_failure,130,True,True,True,True,True,True,,False,1603517000,377454000,11898000,503448872,68746552,1862627
GOOGL,1000000000,adaptive_economic,partial_mint_failure,27,True,True,True,True,True,True,,False,1345337000,388889000,9599000,235123163,104409605,121516
GOOGL,250000000,fixed_20,pinned_fork_costs,725,True,True,True,True,True,True,,False,2959665000,1897134000,690377000,361231977,114820678,13936333
GOOGL,250000000,fixed_40,pinned_fork_costs,222,True,True,True,True,True,True,,False,3189074000,1866704000,174999000,222225721,40905699,1888200
GOOGL,250000000,fixed_80,pinned_fork_costs,63,True,True,True,True,True,True,,False,3230969000,1240797000,58721000,112743313,14338079,237392
GOOGL,250000000,fixed_160,pinned_fork_costs,17,True,True,True,True,True,True,,False,3266284000,967385000,19440000,57191002,6174593,92387
GOOGL,250000000,adaptive_width,pinned_fork_costs,172,True,True,True,True,True,True,,False,2931652000,890883000,0,172138153,17431408,0
GOOGL,250000000,adaptive_economic,pinned_fork_costs,24,True,True,True,True,True,True,,False,282062000,131361000,102321000,51005316,16638059,4930922
GOOGL,250000000,fixed_20,double_gas_half_fees,419,True,True,True,True,True,True,1788186275000,True,2210487000,1835647000,562663000,45243494,34786208,5687754
GOOGL,250000000,fixed_40,double_gas_half_fees,222,True,True,True,True,True,True,,False,3189074000,1864661000,174999000,91162030,18343677,934738
GOOGL,250000000,fixed_80,double_gas_half_fees,63,True,True,True,True,True,True,,False,3251961000,1146672000,66075000,51096342,6204199,142536
GOOGL,250000000,fixed_160,double_gas_half_fees,17,True,True,True,True,True,True,,False,3266284000,966961000,19440000,27196102,3068096,46193
GOOGL,250000000,adaptive_width,double_gas_half_fees,48,True,True,True,True,True,True,,False,2961281000,787402000,8892000,40319150,2593545,45003
GOOGL,250000000,adaptive_economic,double_gas_half_fees,1,True,True,True,True,True,True,,False,43160000,9033000,8892000,285351,49169,45003
GOOGL,250000000,fixed_20,partial_mint_failure,598,True,True,True,True,True,True,,False,2423920000,1441512000,489672000,274178730,69391558,10084953
GOOGL,250000000,fixed_40,partial_mint_failure,237,True,True,True,True,True,True,,False,2845775000,1567518000,119022000,196197336,34420826,1317845
GOOGL,250000000,fixed_80,partial_mint_failure,71,True,True,True,True,True,True,,False,3181593000,1266244000,44699000,111840230,14456049,187888
GOOGL,250000000,fixed_160,partial_mint_failure,20,True,True,True,True,True,True,,False,3256330000,958722000,19440000,57179987,6127825,92387
GOOGL,250000000,adaptive_width,partial_mint_failure,112,True,True,True,True,True,True,,False,2811211000,736270000,78432000,99735558,9611075,1151236
GOOGL,250000000,adaptive_economic,partial_mint_failure,23,True,True,True,True,True,True,,False,284256000,131066000,102321000,60770731,17203630,4930922
LLY,5000000000,fixed_20,pinned_fork_costs,272,True,True,True,True,True,True,,False,686649000,462882000,18464000,2030429709,1574992451,80289271
LLY,5000000000,fixed_40,pinned_fork_costs,72,True,True,True,True,True,True,,False,704088000,312518000,25000,1260439326,719918156,317244
LLY,5000000000,fixed_80,pinned_fork_costs,19,True,True,True,True,True,True,,False,708618000,222028000,66000,684186573,299306850,156561
LLY,5000000000,fixed_160,pinned_fork_costs,5,True,True,True,True,True,True,,False,710157000,85694000,0,361286805,72347828,0
LLY,5000000000,adaptive_width,pinned_fork_costs,34,True,True,True,True,True,True,,False,698025000,259828000,0,776956527,548789317,0
LLY,5000000000,adaptive_economic,pinned_fork_costs,18,True,True,True,True,True,True,,False,665565000,256460000,0,788276635,541876201,0
LLY,5000000000,fixed_20,double_gas_half_fees,272,True,True,True,True,True,True,,False,686649000,453617000,5952000,949336374,730437076,20845592
LLY,5000000000,fixed_40,double_gas_half_fees,72,True,True,True,True,True,True,,False,704088000,297664000,25000,601303996,332344796,156716
LLY,5000000000,fixed_80,double_gas_half_fees,19,True,True,True,True,True,True,,False,708618000,221245000,66000,333013338,142831855,78280
LLY,5000000000,fixed_160,double_gas_half_fees,5,True,True,True,True,True,True,,False,710157000,85275000,0,178447222,35448362,0
LLY,5000000000,adaptive_width,double_gas_half_fees,5,True,True,True,True,True,True,,False,702997000,85091000,0,173338952,35028090,0
LLY,5000000000,adaptive_economic,double_gas_half_fees,5,True,True,True,True,True,True,,False,400464000,88751000,0,156575386,38299127,0
LLY,5000000000,fixed_20,partial_mint_failure,228,True,True,True,True,True,True,,False,605920000,386796000,8713000,1538106193,1112457486,34628016
LLY,5000000000,fixed_40,partial_mint_failure,71,True,True,True,True,True,True,,False,686815000,297630000,25000,1138770122,627884198,317019
LLY,5000000000,fixed_80,partial_mint_failure,20,True,True,True,True,True,True,,False,698770000,213288000,66000,673371433,290241997,156561
LLY,5000000000,fixed_160,partial_mint_failure,5,True,True,True,True,True,True,,False,710157000,85694000,0,361286805,72347828,0
LLY,5000000000,adaptive_width,partial_mint_failure,83,True,True,True,True,True,True,,False,678059000,228386000,43000,971952111,533317406,12792
LLY,5000000000,adaptive_economic,partial_mint_failure,19,True,True,True,True,True,True,,False,665646000,118485000,0,633422870,326909931,0
LLY,1000000000,fixed_20,pinned_fork_costs,273,True,True,True,True,True,True,,False,686158000,195107000,0,535959929,222443069,0
LLY,1000000000,fixed_40,pinned_fork_costs,72,True,True,True,True,True,True,,False,704088000,55418000,0,296978847,39591028,0
LLY,1000000000,fixed_80,pinned_fork_costs,19,True,True,True,True,True,True,,False,708618000,91000,0,149405048,135200,0
LLY,1000000000,fixed_160,pinned_fork_costs,5,True,True,True,True,True,True,,False,710157000,66000,0,75680632,176200,0
LLY,1000000000,adaptive_width,pinned_fork_costs,109,True,True,True,True,True,True,,False,694173000,3697000,0,273339768,21161878,0
LLY,1000000000,adaptive_economic,pinned_fork_costs,16,True,True,True,True,True,True,,False,314591000,2687000,0,127256655,8692313,0
LLY,1000000000,fixed_20,double_gas_half_fees,273,True,True,True,True,True,True,,False,686158000,166396000,0,240593225,84274308,0
LLY,1000000000,fixed_40,double_gas_half_fees,72,True,True,True,True,True,True,,False,704088000,6846000,0,139267005,6028213,0
LLY,1000000000,fixed_80,double_gas_half_fees,19,True,True,True,True,True,True,,False,708618000,91000,0,72341086,67059,0
LLY,1000000000,fixed_160,double_gas_half_fees,5,True,True,True,True,True,True,,False,710157000,66000,0,37335032,87528,0
LLY,1000000000,adaptive_width,double_gas_half_fees,3,True,True,True,True,True,True,,False,702466000,0,0,36376580,50759,0
LLY,1000000000,adaptive_economic,double_gas_half_fees,1,True,True,True,True,True,True,,False,384956000,0,0,17455335,0,0
LLY,1000000000,fixed_20,partial_mint_failure,216,True,True,True,True,True,True,,False,601831000,131299000,0,380179849,130039714,0
LLY,1000000000,fixed_40,partial_mint_failure,71,True,True,True,True,True,True,,False,686815000,27272000,0,267842746,24642897,0
LLY,1000000000,fixed_80,partial_mint_failure,20,True,True,True,True,True,True,,False,698770000,91000,0,146816741,135200,0
LLY,1000000000,fixed_160,partial_mint_failure,5,True,True,True,True,True,True,,False,710157000,66000,0,75680632,176200,0
LLY,1000000000,adaptive_width,partial_mint_failure,93,True,True,True,True,True,True,,False,665772000,1954000,0,203341316,6128540,0
LLY,1000000000,adaptive_economic,partial_mint_failure,16,True,True,True,True,True,True,,False,312169000,2200000,0,116028898,5860260,0
LLY,250000000,fixed_20,pinned_fork_costs,273,True,True,True,True,True,True,,False,686158000,2000,0,145253104,170645,0
LLY,250000000,fixed_40,pinned_fork_costs,72,True,True,True,True,True,True,,False,704088000,0,0,77223201,0,0
LLY,250000000,fixed_80,pinned_fork_costs,19,True,True,True,True,True,True,,False,708406000,0,0,37994618,0,0
LLY,250000000,fixed_160,pinned_fork_costs,5,True,True,True,True,True,True,,False,710082000,0,0,19071071,0,0
LLY,250000000,adaptive_width,pinned_fork_costs,109,True,True,True,True,True,True,,False,694173000,0,0,70728477,0,0
LLY,250000000,adaptive_economic,pinned_fork_costs,4,True,True,True,True,True,True,,False,35349000,0,0,10277158,0,0
LLY,250000000,fixed_20,double_gas_half_fees,273,True,True,True,True,True,True,,False,686158000,2000,0,64116020,84352,0
LLY,250000000,fixed_40,double_gas_half_fees,72,True,True,True,True,True,True,,False,704088000,0,0,36026301,0,0
LLY,250000000,fixed_80,double_gas_half_fees,19,True,True,True,True,True,True,,False,708406000,0,0,18373877,0,0
LLY,250000000,fixed_160,double_gas_half_fees,5,True,True,True,True,True,True,,False,710082000,0,0,9405826,0,0
LLY,250000000,adaptive_width,double_gas_half_fees,3,True,True,True,True,True,True,,False,702466000,0,0,9178102,0,0
LLY,250000000,adaptive_economic,double_gas_half_fees,1,True,True,True,True,True,True,,False,384956000,0,0,4380391,0,0
LLY,250000000,fixed_20,partial_mint_failure,216,True,True,True,True,True,True,,False,591581000,0,0,96867127,113412,0
LLY,250000000,fixed_40,partial_mint_failure,71,True,True,True,True,True,True,,False,686815000,0,0,69626104,0,0
LLY,250000000,fixed_80,partial_mint_failure,20,True,True,True,True,True,True,,False,698558000,0,0,37322789,0,0
LLY,250000000,fixed_160,partial_mint_failure,5,True,True,True,True,True,True,,False,710082000,0,0,19071071,0,0
LLY,250000000,adaptive_width,partial_mint_failure,82,True,True,True,True,True,True,,False,670076000,0,0,49614754,0,0
LLY,250000000,adaptive_economic,partial_mint_failure,4,True,True,True,True,True,True,,False,35349000,0,0,10277158,0,0
NVDA,5000000000,fixed_20,pinned_fork_costs,1849,True,True,True,True,True,True,,False,3844868000,1676792000,420000,11220350620,4690660260,22042261
NVDA,5000000000,fixed_40,pinned_fork_costs,658,True,True,True,True,True,True,,False,3921474000,1427752000,0,7154677940,2451883593,0
NVDA,5000000000,fixed_80,pinned_fork_costs,199,True,True,True,True,True,True,,False,3946871000,334646000,0,3902417070,604587067,0
NVDA,5000000000,fixed_160,pinned_fork_costs,52,True,True,True,True,True,True,,False,3955154000,13291000,0,2024021910,36049742,0
NVDA,5000000000,adaptive_width,pinned_fork_costs,853,True,True,True,True,True,True,,False,3911885000,618045000,0,9956434066,3086490091,0
NVDA,5000000000,adaptive_economic,pinned_fork_costs,130,True,True,True,True,True,True,,False,696309000,147097000,0,2439012989,1254525162,0
NVDA,5000000000,fixed_20,double_gas_half_fees,1849,True,True,True,True,True,True,,False,3844868000,1566349000,420000,3487315485,1586159336,11009300
NVDA,5000000000,fixed_40,double_gas_half_fees,658,True,True,True,True,True,True,,False,3921474000,1318524000,0,2659913059,978820982,0
NVDA,5000000000,fixed_80,double_gas_half_fees,199,True,True,True,True,True,True,,False,3946871000,264612000,0,1651581077,245032356,0
NVDA,5000000000,fixed_160,double_gas_half_fees,52,True,True,True,True,True,True,,False,3955154000,12588000,0,929586276,16498676,0
NVDA,5000000000,adaptive_width,double_gas_half_fees,257,True,True,True,True,True,True,,False,3944251000,308953000,0,1940043648,884889252,0
NVDA,5000000000,adaptive_economic,double_gas_half_fees,31,True,True,True,True,True,True,,False,330409000,78250000,0,603516926,312775291,0
NVDA,5000000000,fixed_20,partial_mint_failure,1495,True,True,True,True,True,True,,False,3528751000,1529986000,420000,9512973473,3833710066,22042261
NVDA,5000000000,fixed_40,partial_mint_failure,611,True,True,True,True,True,True,,False,3786962000,1385018000,0,6493723589,2276567960,0
NVDA,5000000000,fixed_80,partial_mint_failure,209,True,True,True,True,True,True,,False,3905873000,327750000,0,3729434754,562738802,0
NVDA,5000000000,fixed_160,partial_mint_failure,61,True,True,True,True,True,True,,False,3945582000,13637000,0,2006925090,36420278,0
NVDA,5000000000,adaptive_width,partial_mint_failure,721,True,True,True,True,True,True,,False,3753632000,395772000,0,7368731792,2023911397,0
NVDA,5000000000,adaptive_economic,partial_mint_failure,131,True,True,True,True,True,True,,False,748004000,139521000,0,1994926412,1007714246,0
NVDA,1000000000,fixed_20,pinned_fork_costs,1849,True,True,True,True,True,True,,False,3844868000,161441000,0,3037457786,212261489,0
NVDA,1000000000,fixed_40,pinned_fork_costs,658,True,True,True,True,True,True,,False,3921474000,470000,0,1662741822,5071240,0
NVDA,1000000000,fixed_80,pinned_fork_costs,199,True,True,True,True,True,True,,False,3946871000,0,0,832967152,0,0
NVDA,1000000000,fixed_160,pinned_fork_costs,52,True,True,True,True,True,True,,False,3955154000,0,0,416174757,0,0
NVDA,1000000000,adaptive_width,pinned_fork_costs,1030,True,True,True,True,True,True,,False,3899582000,96776000,0,2553016324,224625332,0
NVDA,1000000000,adaptive_economic,pinned_fork_costs,108,True,True,True,True,True,True,,False,450959000,17199000,0,627958605,79321927,0
NVDA,1000000000,fixed_20,double_gas_half_fees,1423,True,True,True,True,True,True,1787837715000,True,2595171000,34369000,0,653047033,29364893,0
NVDA,1000000000,fixed_40,double_gas_half_fees,658,True,True,True,True,True,True,,False,3921474000,470000,0,591696664,2532121,0
NVDA,1000000000,fixed_80,double_gas_half_fees,199,True,True,True,True,True,True,,False,3946871000,0,0,348161662,0,0
NVDA,1000000000,fixed_160,double_gas_half_fees,52,True,True,True,True,True,True,,False,3955154000,0,0,190573245,0,0
NVDA,1000000000,adaptive_width,double_gas_half_fees,276,True,True,True,True,True,True,,False,3943588000,7429000,0,387152573,2947158,0
NVDA,1000000000,adaptive_economic,double_gas_half_fees,8,True,True,True,True,True,True,,False,1051782000,0,0,108209049,0,0
NVDA,1000000000,fixed_20,partial_mint_failure,1459,True,True,True,True,True,True,,False,3515962000,177128000,0,2493641758,237771547,0
NVDA,1000000000,fixed_40,partial_mint_failure,611,True,True,True,True,True,True,,False,3783256000,470000,0,1496954454,5071240,0
NVDA,1000000000,fixed_80,partial_mint_failure,203,True,True,True,True,True,True,,False,3906154000,0,0,795457174,0,0
NVDA,1000000000,fixed_160,partial_mint_failure,61,True,True,True,True,True,True,,False,3945340000,0,0,412632314,0,0
NVDA,1000000000,adaptive_width,partial_mint_failure,805,True,True,True,True,True,True,,False,3721018000,79446000,0,1877741468,153498589,0
NVDA,1000000000,adaptive_economic,partial_mint_failure,103,True,True,True,True,True,True,,False,525140000,19185000,0,455528813,73950406,0
NVDA,250000000,fixed_20,pinned_fork_costs,1849,True,True,True,True,True,True,,False,3844868000,0,0,825838910,0,0
NVDA,250000000,fixed_40,pinned_fork_costs,658,True,True,True,True,True,True,,False,3921474000,0,0,430342649,0,0
NVDA,250000000,fixed_80,pinned_fork_costs,199,True,True,True,True,True,True,,False,3946871000,0,0,211062201,0,0
NVDA,250000000,fixed_160,pinned_fork_costs,52,True,True,True,True,True,True,,False,3955154000,0,0,104610086,0,0
NVDA,250000000,adaptive_width,pinned_fork_costs,1035,True,True,True,True,True,True,,False,3899768000,0,0,666805514,0,0
NVDA,250000000,adaptive_economic,pinned_fork_costs,31,True,True,True,True,True,True,,False,256586000,0,0,95172736,0,0
NVDA,250000000,fixed_20,double_gas_half_fees,439,True,True,True,True,True,True,1785763747000,True,535823000,0,0,41602523,0,0
NVDA,250000000,fixed_40,double_gas_half_fees,475,True,True,True,True,True,True,1787779397000,True,2882658000,0,0,110248159,0,0
NVDA,250000000,fixed_80,double_gas_half_fees,199,True,True,True,True,True,True,,False,3946871000,0,0,87977807,0,0
NVDA,250000000,fixed_160,double_gas_half_fees,52,True,True,True,True,True,True,,False,3955154000,0,0,47873994,0,0
NVDA,250000000,adaptive_width,double_gas_half_fees,270,True,True,True,True,True,True,,False,3944239000,0,0,97882857,0,0
NVDA,250000000,adaptive_economic,double_gas_half_fees,1,True,True,True,True,True,True,,False,336617000,0,0,4940374,0,0
NVDA,250000000,fixed_20,partial_mint_failure,1435,True,True,True,True,True,True,,False,3508026000,0,0,668590545,0,0
NVDA,250000000,fixed_40,partial_mint_failure,605,True,True,True,True,True,True,,False,3784808000,0,0,387558514,0,0
NVDA,250000000,fixed_80,partial_mint_failure,203,True,True,True,True,True,True,,False,3906010000,0,0,201440810,0,0
NVDA,250000000,fixed_160,partial_mint_failure,61,True,True,True,True,True,True,,False,3945279000,0,0,103720535,0,0
NVDA,250000000,adaptive_width,partial_mint_failure,865,True,True,True,True,True,True,,False,3699168000,0,0,503825233,0,0
NVDA,250000000,adaptive_economic,partial_mint_failure,29,True,True,True,True,True,True,,False,225195000,0,0,78539155,0,0
QQQ,5000000000,fixed_20,pinned_fork_costs,104,True,True,True,True,True,True,,False,1124417000,448819000,67135000,2969037781,2566495492,285129903
QQQ,5000000000,fixed_40,pinned_fork_costs,29,True,True,True,True,True,True,,False,1130850000,371145000,36115000,1712417544,1165084870,180683057
QQQ,5000000000,fixed_80,pinned_fork_costs,10,True,True,True,True,True,True,,False,1133000000,226847000,4278000,1010598188,549700807,122336017
QQQ,5000000000,fixed_160,pinned_fork_costs,3,True,True,True,True,True,True,,False,1128797000,84073000,1419000,556588052,193005564,14534782
QQQ,5000000000,adaptive_width,pinned_fork_costs,9,True,True,True,True,True,True,,False,1092143000,188787000,6784000,919377956,531875773,130894037
QQQ,5000000000,adaptive_economic,pinned_fork_costs,6,True,True,True,True,True,True,,False,387450000,128562000,7461000,837634520,479415627,137438532
QQQ,5000000000,fixed_20,double_gas_half_fees,102,True,True,True,True,True,True,,False,1124595000,438692000,67111000,1355319407,1154594593,142406627
QQQ,5000000000,fixed_40,double_gas_half_fees,28,True,True,True,True,True,True,,False,1131408000,361846000,36625000,854906155,591299311,133016692
QQQ,5000000000,fixed_80,double_gas_half_fees,10,True,True,True,True,True,True,,False,1133000000,226847000,4278000,489836011,269890026,61168011
QQQ,5000000000,fixed_160,double_gas_half_fees,3,True,True,True,True,True,True,,False,1128797000,84073000,1419000,274242421,96502786,7267388
QQQ,5000000000,adaptive_width,double_gas_half_fees,28,True,True,True,True,True,True,,False,1089109000,91062000,4834000,392500804,128000289,62018667
QQQ,5000000000,adaptive_economic,double_gas_half_fees,5,True,True,True,True,True,True,,False,680304000,90738000,4247000,299887201,137860248,64820217
QQQ,5000000000,fixed_20,partial_mint_failure,111,True,True,True,True,True,True,,False,1104603000,433831000,64682000,2855536725,2468784640,261579494
QQQ,5000000000,fixed_40,partial_mint_failure,37,True,True,True,True,True,True,,False,1126047000,368124000,34637000,1678771229,1133058639,155074655
QQQ,5000000000,fixed_80,partial_mint_failure,11,True,True,True,True,True,True,,False,1132355000,226847000,4278000,1010324243,549700807,122336017
QQQ,5000000000,fixed_160,partial_mint_failure,3,True,True,True,True,True,True,,False,1128797000,84073000,1419000,556588052,193005564,14534782
QQQ,5000000000,adaptive_width,partial_mint_failure,33,True,True,True,True,True,True,,False,1084176000,186666000,6784000,905065416,379133875,130894037
QQQ,5000000000,adaptive_economic,partial_mint_failure,7,True,True,True,True,True,True,,False,679633000,92061000,7461000,629272753,297306352,137438532
QQQ,1000000000,fixed_20,pinned_fork_costs,118,True,True,True,True,True,True,,False,1124307000,238885000,3767000,920194689,456340700,60650392
QQQ,1000000000,fixed_40,pinned_fork_costs,34,True,True,True,True,True,True,,False,1131354000,70194000,0,509022398,148703805,0
QQQ,1000000000,fixed_80,pinned_fork_costs,8,True,True,True,True,True,True,,False,1133303000,36741000,0,254275790,75576415,0
QQQ,1000000000,fixed_160,pinned_fork_costs,3,True,True,True,True,True,True,,False,1133470000,4313000,0,131495781,33065709,0
QQQ,1000000000,adaptive_width,pinned_fork_costs,56,True,True,True,True,True,True,,False,1117938000,150479000,3769000,433663356,230337067,60400608
QQQ,1000000000,adaptive_economic,pinned_fork_costs,21,True,True,True,True,True,True,,False,327102000,140597000,1791000,554002545,256896202,30882493
QQQ,1000000000,fixed_20,double_gas_half_fees,118,True,True,True,True,True,True,,False,1124307000,210205000,2459000,393352366,145356980,24991834
QQQ,1000000000,fixed_40,double_gas_half_fees,34,True,True,True,True,True,True,,False,1131354000,68320000,0,232559391,71830199,0
QQQ,1000000000,fixed_80,double_gas_half_fees,8,True,True,True,True,True,True,,False,1133303000,36741000,0,121829521,37535910,0
QQQ,1000000000,fixed_160,double_gas_half_fees,3,True,True,True,True,True,True,,False,1133470000,4313000,0,64681434,16532845,0
QQQ,1000000000,adaptive_width,double_gas_half_fees,39,True,True,True,True,True,True,,False,1116591000,30809000,1000,112844121,37917005,243677
QQQ,1000000000,adaptive_economic,double_gas_half_fees,9,True,True,True,True,True,True,,False,191830000,34337000,1000,139872730,40946584,243677
QQQ,1000000000,fixed_20,partial_mint_failure,123,True,True,True,True,True,True,,False,1100487000,226532000,2238000,850810908,414081738,46773016
QQQ,1000000000,fixed_40,partial_mint_failure,43,True,True,True,True,True,True,,False,1125704000,68282000,0,486133824,129955001,0
QQQ,1000000000,fixed_80,partial_mint_failure,10,True,True,True,True,True,True,,False,1132463000,36741000,0,254267900,75576415,0
QQQ,1000000000,fixed_160,partial_mint_failure,3,True,True,True,True,True,True,,False,1133470000,4313000,0,131495781,33065709,0
QQQ,1000000000,adaptive_width,partial_mint_failure,67,True,True,True,True,True,True,,False,1097868000,131461000,3788000,430936604,218084676,71672789
QQQ,1000000000,adaptive_economic,partial_mint_failure,21,True,True,True,True,True,True,,False,331597000,128653000,1720000,570383975,270826939,29970292
QQQ,250000000,fixed_20,pinned_fork_costs,118,True,True,True,True,True,True,,False,1124307000,35816000,0,280514475,51968212,0
QQQ,250000000,fixed_40,pinned_fork_costs,34,True,True,True,True,True,True,,False,1131354000,4228000,0,146033959,29266686,0
QQQ,250000000,fixed_80,pinned_fork_costs,8,True,True,True,True,True,True,,False,1133303000,1419000,0,68351582,2637748,0
QQQ,250000000,fixed_160,pinned_fork_costs,3,True,True,True,True,True,True,,False,1133470000,0,0,34237361,0,0
QQQ,250000000,adaptive_width,pinned_fork_costs,82,True,True,True,True,True,True,,False,1116424000,22933000,0,234056396,48287279,0
QQQ,250000000,adaptive_economic,pinned_fork_costs,10,True,True,True,True,True,True,,False,177190000,18614000,0,122957557,36671191,0
QQQ,250000000,fixed_20,double_gas_half_fees,118,True,True,True,True,True,True,,False,1124307000,35784000,0,115638921,24572840,0
QQQ,250000000,fixed_40,double_gas_half_fees,34,True,True,True,True,True,True,,False,1131354000,4227000,0,65760418,14151437,0
QQQ,250000000,fixed_80,double_gas_half_fees,8,True,True,True,True,True,True,,False,1133303000,1419000,0,32648170,1318870,0
QQQ,250000000,fixed_160,double_gas_half_fees,3,True,True,True,True,True,True,,False,1133470000,0,0,16834724,0,0
QQQ,250000000,adaptive_width,double_gas_half_fees,47,True,True,True,True,True,True,,False,1116615000,16396000,0,32900669,7697591,0
QQQ,250000000,adaptive_economic,double_gas_half_fees,2,True,True,True,True,True,True,,False,123797000,15404000,0,17808570,6440584,0
QQQ,250000000,fixed_20,partial_mint_failure,117,True,True,True,True,True,True,,False,1097684000,32480000,0,221239273,24330461,0
QQQ,250000000,fixed_40,partial_mint_failure,43,True,True,True,True,True,True,,False,1125704000,3006000,0,137662603,22652219,0
QQQ,250000000,fixed_80,partial_mint_failure,10,True,True,True,True,True,True,,False,1132463000,1419000,0,68349666,2637748,0
QQQ,250000000,fixed_160,partial_mint_failure,3,True,True,True,True,True,True,,False,1133470000,0,0,34237361,0,0
QQQ,250000000,adaptive_width,partial_mint_failure,64,True,True,True,True,True,True,,False,1098750000,19597000,0,118052438,20904456,0
QQQ,250000000,adaptive_economic,partial_mint_failure,10,True,True,True,True,True,True,,False,176532000,18001000,0,122725912,36475527,0
SGOV,5000000000,fixed_20,pinned_fork_costs,17,True,True,True,True,True,True,,False,839044000,145913000,44000,466950195,309190667,3522313
SGOV,5000000000,fixed_40,pinned_fork_costs,5,True,True,True,True,True,True,,False,840861000,136435000,36000,273990543,173279085,766232
SGOV,5000000000,fixed_80,pinned_fork_costs,1,True,True,True,True,True,True,,False,841024000,9801000,34000,147119335,31781439,396092
SGOV,5000000000,fixed_160,pinned_fork_costs,1,True,True,True,True,True,True,,False,840993000,489000,32000,76389648,7005854,90925
SGOV,5000000000,adaptive_width,pinned_fork_costs,2,True,True,True,True,True,True,,False,825346000,2080000,32000,61976429,13026308,90938
SGOV,5000000000,adaptive_economic,pinned_fork_costs,2,True,True,True,True,True,True,,False,389891000,120438000,0,197076727,117271756,0
SGOV,5000000000,fixed_20,double_gas_half_fees,17,True,True,True,True,True,True,,False,839044000,145913000,44000,230217008,152834833,1759119
SGOV,5000000000,fixed_40,double_gas_half_fees,5,True,True,True,True,True,True,,False,840861000,134316000,36000,136645952,86117467,383116
SGOV,5000000000,fixed_80,double_gas_half_fees,1,True,True,True,True,True,True,,False,841024000,9801000,34000,73559667,15890722,198046
SGOV,5000000000,fixed_160,double_gas_half_fees,1,True,True,True,True,True,True,,False,840993000,489000,32000,38194823,3502932,45463
SGOV,5000000000,adaptive_width,double_gas_half_fees,2,True,True,True,True,True,True,,False,825346000,2080000,32000,30949525,6512303,45466
SGOV,5000000000,adaptive_economic,double_gas_half_fees,2,True,True,True,True,True,True,,False,782461000,120783000,36000,66357181,36407481,338899
SGOV,5000000000,fixed_20,partial_mint_failure,22,True,True,True,True,True,True,,False,835148000,143525000,44000,457351536,300165289,3522313
SGOV,5000000000,fixed_40,partial_mint_failure,5,True,True,True,True,True,True,,False,840861000,136435000,36000,273990543,173279085,766232
SGOV,5000000000,fixed_80,partial_mint_failure,1,True,True,True,True,True,True,,False,841024000,9801000,34000,147119335,31781439,396092
SGOV,5000000000,fixed_160,partial_mint_failure,1,True,True,True,True,True,True,,False,840993000,489000,32000,76389648,7005854,90925
SGOV,5000000000,adaptive_width,partial_mint_failure,2,True,True,True,True,True,True,,False,825346000,2080000,32000,61976429,13026308,90938
SGOV,5000000000,adaptive_economic,partial_mint_failure,2,True,True,True,True,True,True,,False,389891000,120438000,0,197076727,117271756,0
SGOV,1000000000,fixed_20,pinned_fork_costs,19,True,True,True,True,True,True,,False,839184000,822000,0,114783845,12497206,0
SGOV,1000000000,fixed_40,pinned_fork_costs,7,True,True,True,True,True,True,,False,840754000,112000,0,61392987,2039786,0
SGOV,1000000000,fixed_80,pinned_fork_costs,1,True,True,True,True,True,True,,False,841024000,36000,32000,31343637,253696,85390
SGOV,1000000000,fixed_160,pinned_fork_costs,1,True,True,True,True,True,True,,False,841512000,38000,32000,17183493,162035,77558
SGOV,1000000000,adaptive_width,pinned_fork_costs,11,True,True,True,True,True,True,,False,792915000,318000,30000,71754758,3197617,92452
SGOV,1000000000,adaptive_economic,pinned_fork_costs,2,True,True,True,True,True,True,,False,290125000,14000,0,27427103,505938,0
SGOV,1000000000,fixed_20,double_gas_half_fees,19,True,True,True,True,True,True,,False,839184000,822000,0,56125653,6168092,0
SGOV,1000000000,fixed_40,double_gas_half_fees,7,True,True,True,True,True,True,,False,840754000,112000,0,30389140,1018186,0
SGOV,1000000000,fixed_80,double_gas_half_fees,1,True,True,True,True,True,True,,False,841024000,36000,32000,15671818,126848,42695
